Prices,Area,toFace,type,certificate,width,length,floors,Latitude,Longitude,Street,Ward,District,District_Mapped,distance_to_beach,distance_to_center,distance_to_airport
65.0,9.0,Nam,1,1,9.0,21.0,6,16.0598366,108.2109052, Nguyễn Văn Linh,Thạc Gián,thanh khê,7,3.9605683501065694,0.08103996805638917,0.9281028169724692
5.65,100.0,Tây,1,1,5.0,100.0,2,16.0086769,108.221757, Bùi Trang Chước,Hòa Xuân,cẩm lệ,2,6.805351034179993,5.745282696697169,5.746892103536137
6.5,60.0,Tây Nam,1,1,4.6,14.0,4,16.0367186,108.2233307, Lưu Quý Kỳ,Hòa Cường Bắc,hải châu,4,4.053925212017148,2.8306707138796816,3.1679257350311785
13.8,114.0,Tây Bắc,1,1,4.2,22.5,4,16.0455449,108.2088093, Trưng Nữ Vương,Hòa Thuận Tây,hải châu,4,4.665431996031684,1.5917272805390188,1.4493582064363928
22.0,195.0,Tây,1,1,10.0,19.5,4,16.0353736,108.2143518, Huỳnh Tấn Phát,Hòa Cường Nam,hải châu,4,4.82571608044144,2.703751123259102,2.721549913201162
3.4,65.0,Không,0,1,6.0,12.5,4,16.0658589,108.2010178, Điện Biên Phủ,Chính Gián,thanh khê,7,4.979930709742107,1.3273677504342547,0.9723773652252987
30.0,108.0,Bắc,1,1,4.5,23.0,1,16.0604416,108.2143597, Nguyễn Văn Linh,Nam Dương,hải châu,4,3.5852055175674233,0.3032417888365714,1.3011967447707928
7.5,90.0,Tây,1,1,5.0,18.0,2,16.1040819,108.2592642, Nguyễn Đăng Giai,Thọ Quang,sơn trà,3,4.514438113376576,7.079449641587613,7.972747109549428
4.0,63.0,Không,1,0,3.0,21.0,4,16.064816,108.2159486, Nguyễn Trãi,Hải Châu II,hải châu,4,3.3812072320204356,0.732930911959528,1.6514263680080667
4.4,63.0,Không,0,1,3.0,31.0,4,16.0641445,108.2166081, Triệu Nữ Vương,Hải Châu II,hải châu,4,3.3116646323157917,0.7266584223102898,1.677305391765951
2.25,5.0,Không,1,0,4.0,1.25,3,16.0640847,108.2154849, Ông Ích Khiêm,Hải Châu II,hải châu,4,3.4319769943146574,0.638925810548818,1.568148765452585
14.9,114.0,Tây Bắc,1,1,5.0,23.0,3,16.0488103,108.2434485, Hoàng Kế Viêm,Mỹ An,ngũ hành sơn,1,1.8326768097616504,3.609274787194101,4.462102575136081
14.2,156.0,Không,1,1,5.65,27.610619469026545,3,16.0333361,108.2230855, Núi Thành,Hòa Cường Nam,hải châu,4,4.364052573215766,3.1605107341748,3.42909718378436
2.9,90.0,Không,1,0,5.0,18.0,2,16.0510268,108.1823087, Trường Chinh,Hòa An,cẩm lệ,2,7.147479304313033,3.2811260720675524,2.2834600620956644
12.0,7.0,Không,1,1,5.0,1.4,4,16.0330419,108.218653, Lê Thanh Nghị,Hòa Cường Nam,hải châu,4,4.688457341615591,3.04020977942041,3.1755126575325967
3.0,100.0,Không,1,1,5.0,20.0,2,15.9867977,108.2149341, Nguyễn Đóa,Hòa Xuân,cẩm lệ,2,9.31991852241516,8.07119888828457,7.902414729909384
3.2,50.0,Không,0,1,6.6,7.8,3,16.0550085,108.1845513, Nguyễn Phước Nguyên,An Khê,thanh khê,7,6.82898435422885,2.944230597155801,1.9536412266262269
10.0,100.0,Không,1,1,5.0,20.0,3,16.0595819,108.2182244, Huỳnh Thúc Kháng,Nam Dương,hải châu,4,3.192238818625232,0.704429841397975,1.685299288306813
16.2,80.0,Không,1,1,5.0,16.0,3,16.0610038,108.2208252, Nguyễn Văn Linh,Phước Ninh,hải châu,4,2.891589655076026,0.9937498790760984,1.987811903631371
4.35,125.0,Đông,1,1,5.0,20.0,2,15.9970496,108.2150773, Hoàng Đình Ái,Hòa Xuân,cẩm lệ,2,8.272444011624037,6.938791037554091,6.789316842345563
22.9,315.0,Nam,1,0,7.0,45.0,4,16.059592,108.1752817, Tôn Đức Thắng,Hòa Minh,liên chiểu,6,7.754842579758688,3.89061976293456,2.9419032130342884
14.65,110.0,Bắc,1,1,10.0,11.0,2,16.0751042,108.2073603, Trần Cao Vân,Tam Thuận,thanh khê,7,4.446100836465397,1.7687584978483872,2.042094465794425
10.2,180.0,Không,0,1,7.2,25.0,1,16.0521384,108.2474796, Đỗ Bá,Mỹ An,ngũ hành sơn,1,1.411121737773662,3.924245951483339,4.828178435064609
20.9,140.0,Tây,1,1,7.5,18.666666666666668,3,16.0333361,108.2230855, Núi Thành,Hòa Cường Nam,hải châu,4,4.364052573215766,3.1605107341748,3.42909718378436
16.3,110.0,Không,1,0,6.2,17.741935483870968,4,16.0558059,108.2394047, Nguyễn Duy Hiệu,An Hải Đông,sơn trà,3,1.3303826767591258,3.001292863866758,3.9343632027656974
9.2,101.0,Đông,0,1,4.5,22.444444444444443,4,16.0465115,108.2443396, Phan Tứ,Mỹ An,ngũ hành sơn,1,2.0625552346426654,3.7895955382904285,4.614104286376329
39.0,110.0,Không,1,0,4.6,23.91304347826087,3,16.0655695,108.2235849, Trần Phú,Phước Ninh,hải châu,4,2.56521165124785,1.4352441558965667,2.4217233289158098
6.9,180.0,Không,1,1,12.0,20.0,2,16.0192422,108.1967069, Đoàn Nguyễn Thục,Hòa Thọ Đông,cẩm lệ,2,7.4240970822955665,4.750174365505832,4.2504025496275615
11.0,150.0,Không,1,1,5.5,27.272727272727273,3,16.0705872,108.1527666, Tôn Đức Thắng,Hòa Khánh Bắc,liên chiểu,6,10.161087742443131,6.414493194001564,5.540379991525375
19.0,10.0,Không,1,1,9.0,1.1111111111111112,1,16.0795912,108.2214845, Phan Bội Châu,Thạch Thang,hải châu,4,3.2285679643554688,2.4435372298452833,3.1913224687993296
60.0,300.0,Không,1,1,12.0,25.0,1,16.03504225,108.22470642898988, 2/9,Hòa Cường Bắc,hải châu,4,4.109018285501705,3.0625448474273154,3.4036111238888984
26.0,10.0,Không,1,1,8.0,1.25,3,16.0333361,108.2230855, Núi Thành,Hòa Cường Nam,hải châu,4,4.364052573215766,3.1605107341748,3.42909718378436
24.0,70.0,Không,1,1,12.0,5.833333333333333,2,16.0852466,108.2426141, Trần Duy Chiến,Mân Thái,sơn trà,3,2.313675873595464,4.358353296688584,5.281166601147021
5.6,110.0,Không,1,1,6.0,18.333333333333332,3,16.0647304,108.1778924, Mẹ Nhu,Thanh Khê Tây,thanh khê,7,7.453225300315879,3.6544441574056483,2.778076769374004
32.5,110.0,Nam,1,1,4.5,24.444444444444443,5,16.0598366,108.2109052, Nguyễn Văn Linh,Thạc Gián,thanh khê,7,3.9605683501065694,0.08103996805638917,0.9281028169724692
14.65,110.0,Không,1,1,10.0,11.0,2,16.071199,108.1942499, Trần Cao Vân,Xuân Hà,thanh khê,7,5.745435558074659,2.256507318189041,1.7901503075441918
35.0,86.85547250981791,Không,1,1,10.0,20.0,5,16.0658173,108.1872478, Điện Biên Phủ,Thanh Khê Đông,thanh khê,7,6.452976379361591,2.6974720682087043,1.9045179438821356
16.9,85.0,Không,1,1,4.2,20.238095238095237,6,16.0658589,108.2010178, Điện Biên Phủ,Chính Gián,thanh khê,7,4.979930709742107,1.3273677504342547,0.9723773652252987
30.0,320.0,Không,1,1,10.0,32.0,3,16.0508258,108.2163405, Trưng Nữ Vương,Hòa Thuận Đông,hải châu,4,3.6842502912822104,1.099877704944547,1.6252820227505091
6.45,100.0,Tây Nam,1,1,5.0,20.0,4,16.0202118,108.2268303, Nguyễn Mậu Tài,Hòa Xuân,cẩm lệ,2,5.418429627490895,4.658681801409622,4.843175728319395
6.75,178.0,Đông Bắc,1,1,5.0,35.0,2,16.0844706,108.1395853, Nguyễn Lương Bằng,Hòa Khánh Bắc,liên chiểu,6,11.752944290445406,8.183793836048054,7.392495166521861
66.5,400.0,Đông Bắc,1,1,20.0,20.0,4,16.0658589,108.2010178, Điện Biên Phủ,Chính Gián,thanh khê,7,4.979930709742107,1.3273677504342547,0.9723773652252987
4.35,39.0,Đông Bắc,1,1,5.0,18.0,3,16.066575,108.1578105, Thanh Nghị,Hòa Minh,liên chiểu,6,9.603729552393093,5.8104965819960075,4.909970838142742
4.0,71.0,Không,0,1,8.426149773176359,8.426149773176359,3,16.0751042,108.2073603, Trần Cao Vân,Tam Thuận,thanh khê,7,4.446100836465397,1.7687584978483872,2.042094465794425
5.5,40.0,Không,1,1,6.324555320336759,6.324555320336759,4,16.0490814,108.2194306, Duy Tân,Hòa Thuận Đông,hải châu,4,3.480357239690016,1.4375325654049007,2.0072219405627982
4.65,100.0,Đông Bắc,1,1,9.4,10.638297872340425,2,16.0427332,108.2428481, Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,1,2.50293418993956,3.829086990259891,4.588877644417808
7.5,69.0,Đông Nam,1,1,4.56,15.2,5,16.0817169,108.2140167, Thanh Long,Thanh Bình,hải châu,4,4.0421764395950905,2.4533603413311824,2.9707265074799136
8.88,70.0,Đông Nam,1,1,4.56,15.2,5,16.0817169,108.2140167, Thanh Long,Thanh Bình,hải châu,4,4.0421764395950905,2.4533603413311824,2.9707265074799136
6.9,8.0,Tây Nam,0,1,5.1,1.5686274509803924,5,16.0578969,108.2434351, Nguyễn Văn Thoại,Phước Mỹ,sơn trà,3,0.8902881268147573,3.4076197650363413,4.363156585853074
6.0,118.0,Đông Nam,1,1,4.7,24.9,2,15.9869865,108.2552205, Trần Đại Nghĩa,Hòa Hải,ngũ hành sơn,1,8.659749714152314,9.29706816611791,9.593481288368752
10.2,171.0,Tây Bắc,1,1,5.7,30.0,6,16.021945,108.2518963, K20,Khuê Mỹ,ngũ hành sơn,1,4.77499564283181,5.998354100113547,6.556728510348353
6.9,80.0,Đông Bắc,1,1,5.0,18.0,2,16.081496,108.2445192, Phước Trường 5,Phước Mỹ,sơn trà,3,1.8659597220521946,4.26737976400149,5.2223381131915945
3.6,7.0,Nam,1,1,4.0,18.0,1,16.0931073,108.2313408, Bùi Huy Bích,Nại Hiên Đông,sơn trà,3,3.5717094723619054,4.258745575022117,5.018617923691564
4.8,100.0,Tây Nam,1,1,5.0,20.0,3,15.9906028,108.2378831, Võ Chí Công,Hòa Quý,ngũ hành sơn,1,8.28538903416876,8.14210396173168,8.27917932863727
12.8,90.0,Đông,1,1,9.486832980505138,9.486832980505138,6,16.0722537,108.2373694, Lê Ninh,An Hải Bắc,sơn trà,3,1.3602315925323916,3.085211526009496,4.069073101715186
5.0,100.0,Tây Nam,1,1,5.0,20.0,2,16.0347723,108.2437771, Mỹ Đa Tây 10,Khuê Mỹ,ngũ hành sơn,1,3.357166841218652,4.406084594858873,5.052068177198778
10.0,80.0,Không,1,1,8.0,10.0,2,16.0661366,108.2194208, Trần Bình Trọng,Hải Châu I,hải châu,4,3.0128215421285076,1.0979898265284493,2.046576642618357
10.0,70.0,Không,1,1,7.0,10.0,3,16.0691555,108.2173632, Ngô Gia Tự,Hải Châu II,hải châu,4,3.2641067131073083,1.2155483993537053,2.053901463667657
5.75,54.0,Tây Bắc,1,1,4.0,13.0,4,16.068756,108.2335998, An Nhơn 3,An Hải Bắc,sơn trà,3,1.5526054759602803,2.555802429172391,3.5477445479286955
2.15,45.0,Không,0,1,6.708203932499369,6.708203932499369,2,16.0595032,108.2194331, Phan Châu Trinh,Phước Ninh,hải châu,4,3.066888792395223,0.83389697303422,1.8119410994158676
1.95,30.0,Không,0,1,5.477225575051661,5.477225575051661,2,16.0659138,108.20244, Lê Độ,Chính Gián,thanh khê,7,4.827930429819017,1.2030995322567426,0.9626396920034025
4.2,100.0,Không,1,1,5.0,20.0,1,16.0554131,108.1876616, Trần Xuân Lê,Hòa Khê,thanh khê,7,6.493299841923051,2.6087538712694984,1.6178394636779412
2.95,65.0,Không,1,1,5.5,11.818181818181818,1,16.0870453,108.2331411, Hoàng Quốc Việt,Nại Hiên Đông,sơn trà,3,2.8960290465937484,3.804109548055223,4.639776707378291
4.5,50.0,Không,1,1,7.0710678118654755,7.0710678118654755,1,16.0475714,108.2408626, Tôn Thất Thiệp,Mỹ An,ngũ hành sơn,1,2.0456672731867114,3.4011946173924597,4.2244276178148725
4.0,90.0,Không,1,0,9.486832980505138,9.486832980505138,1,16.0580766,108.1764603, Cao Sơn Pháo,Hòa An,cẩm lệ,2,7.643842463512043,3.768617514970002,2.8056523857442
23.0,124.0,Đông,1,0,11.135528725660043,11.135528725660043,3,16.0641445,108.2166081, Triệu Nữ Vương,Hải Châu II,hải châu,4,3.3116646323157917,0.7266584223102898,1.677305391765951
2.6,86.85547250981791,Không,0,0,6.0,33.0,1,16.0009093,108.2384392, Bình Kỳ,Hòa Quý,ngũ hành sơn,1,7.1468613834423085,7.106303810874213,7.313175393330508
5.35,134.0,Bắc,1,1,7.0,20.0,2,15.9814039,108.2527332, Nguyễn Duy Cung,Hòa Hải,ngũ hành sơn,1,9.255149095000776,9.712998137715875,9.954685824136078
2.95,90.0,Không,1,0,9.486832980505138,9.486832980505138,2,16.0510268,108.1823087, Trường Chinh,Hòa An,cẩm lệ,2,7.147479304313033,3.2811260720675524,2.2834600620956644
5.0,100.0,Không,0,1,6.5,15.384615384615385,3,16.0508258,108.2163405, Trưng Nữ Vương,Hòa Thuận Đông,hải châu,4,3.6842502912822104,1.099877704944547,1.6252820227505091
4.6,124.0,Không,0,1,11.135528725660043,11.135528725660043,2,16.0660249,108.2059585, Điện Biên Phủ,Thạc Gián,thanh khê,7,4.451893660415994,0.9300424824624911,1.0363732764915468
3.55,60.0,Đông Bắc,0,1,4.0,15.0,3,16.0594948,108.1680987, Tô Hiệu,Hòa Minh,liên chiểu,6,8.522179351130807,4.6592503019044695,3.7073250960287027
3.45,90.0,Đông Nam,1,0,5.0,18.0,3,16.0493814,108.1617119, Hoàng Minh Thảo,Hòa Khánh Nam,liên chiểu,6,9.343826044443164,5.462615981072911,4.467234604755772
5.7,50.0,Đông,1,1,5.4,9.25925925925926,3,16.0596365,108.2423975, Mỹ Khê,Phước Mỹ,sơn trà,3,0.8011152803223085,3.2909540562956434,4.259882590320399
7.95,61.0,Không,1,0,7.810249675906654,7.810249675906654,4,16.0645088,108.1818886, Điện Biên Phủ,Thanh Khê Tây,thanh khê,7,7.025742315760835,3.228410038234358,2.3650482884807222
3.8,115.0,Không,1,0,5.0,23.0,1,16.0039842,108.2172448, Cồn Dầu 2,Hòa Xuân,cẩm lệ,2,7.479430892714089,6.190777293011077,6.093861351311619
4.98,80.0,Không,1,1,5.0,16.0,3,16.0550085,108.1845513, Nguyễn Phước Nguyên,An Khê,thanh khê,7,6.82898435422885,2.944230597155801,1.9536412266262269
8.0,9.0,Không,1,0,5.0,17.0,2,16.0816887,108.2129154, Thanh Hải,Thanh Bình,hải châu,4,4.145718839095633,2.4408510205548475,2.9216352990440764
6.2,165.0,Không,1,0,9.0,26.0,2,16.0137674,108.204925, Bình Thái 1,Hòa Thọ Đông,cẩm lệ,2,7.267006131653498,5.129680552027364,4.814212921772445
5.4,60.0,Không,0,1,7.745966692414834,7.745966692414834,3,16.077247,108.2196748, Lý Tự Trọng,Thạch Thang,hải châu,4,3.280930062097949,2.126937362188647,2.8679327567243256
35.0,40.0,Không,1,1,10.0,24.0,5,16.0777915,108.2422077, Phước Trường,Phước Mỹ,sơn trà,3,1.5377778363596017,3.8365734479185436,4.804631139685533
13.0,100.0,Không,1,0,5.0,20.0,6,16.0698367,108.2367705, Nguyễn Xuân Khoát,An Hải Bắc,sơn trà,3,1.2765561198450799,2.914842584015846,3.9073231654723384
14.5,114.0,Không,1,0,5.0,23.0,4,16.0736251,108.2423236, Loseby,An Hải Bắc,sơn trà,3,1.1166345625421434,3.6281979565856615,4.615533207431649
6.2,85.0,Không,1,1,9.219544457292887,9.219544457292887,4,16.0891372,108.2383242, Cổ Mân 3,Mân Thái,sơn trà,3,2.858922965110851,4.334329023314012,5.199359399925827
18.0,10.0,Tây Bắc,1,1,10.0,21.0,3,16.0385745,108.2095787, Thân Cảnh Phúc,Hòa Cường Bắc,hải châu,4,4.998846779112979,2.344360963098496,2.191639633874809
10.5,97.0,Tây Nam,1,1,5.0,19.5,4,16.0353736,108.2143518, Huỳnh Tấn Phát,Hòa Cường Bắc,hải châu,4,4.82571608044144,2.703751123259102,2.721549913201162
3.85,64.0,Tây Bắc,0,1,4.7,13.6,4,16.0847233,108.218809, Hàn Mạc Tử,Thuận Phước,hải châu,4,3.7778728739536187,2.8769424149877687,3.4997478440352876
4.55,100.0,Không,1,1,5.0,20.0,2,16.0892175,108.2343565, Tôn Quang Phiệt,Nại Hiên Đông,sơn trà,3,3.039634116995221,4.0743997298412795,4.902754676861375
2.7,45.0,Không,0,0,5.0,9.0,1,16.0397362,108.219754, Núi Thành,Hòa Cường Bắc,hải châu,4,4.07355919466838,2.3700885164595706,2.661952843685695
5.5,7.0,Không,1,0,5.0,14.0,4,16.0353736,108.2143518, Huỳnh Tấn Phát,Hòa Cường,hải châu,4,4.82571608044144,2.703751123259102,2.721549913201162
8.7,125.0,Không,1,1,5.0,25.0,2,16.0737868,108.185573, Nguyễn Tất Thành,Thanh Khê Đông,thanh khê,7,6.703913970692048,3.197198498722752,2.589735523054996
1.95,65.0,Không,1,0,5.0,13.0,2,16.0649884,108.1472612, Phạm Như Xương,Hòa Khánh Nam,liên chiểu,6,10.730735591155149,6.913918318123646,5.990392574808645
15.5,100.0,Không,1,1,5.0,20.0,2,16.0577595,108.2145929, Hoàng Diệu,Bình Hiên,hải châu,4,3.6135254608335794,0.37976626247621237,1.27769621653997
19.0,105.0,Đông Nam,1,1,5.0,20.0,8,16.0720605,108.2381831, An Đồn 5,An Hải Bắc,sơn trà,3,1.2781915698115394,3.1537863058971087,4.14015307376353
4.4,170.0,Không,1,1,5.0,18.0,2,16.1045885,108.2590429, Nguyễn Đăng Tuyển,Thọ Quang,sơn trà,3,4.561880743876992,7.101552512974825,7.9914333171406255
3.5,60.0,Đông,1,1,4.0,14.0,2,16.0311397,108.2273853, Hóa Sơn 2,Hòa Cường Nam,hải châu,4,4.313258881985078,3.5781123240472743,3.914724933327211
6.0,8.0,Đông,1,1,4.6,19.0,2,16.0554131,108.1876616, Trần Xuân Lê,An Khê,thanh khê,7,6.493299841923051,2.6087538712694984,1.6178394636779412
2.95,7.0,Tây Nam,1,1,4.5,16.0,2,16.0817601,108.1598305, Nguyễn Huy Tự,Hòa Minh,liên chiểu,6,9.569284446778985,6.058836861959099,5.327466769002662
22.0,125.0,Tây,1,0,5.0,25.0,3,16.0585832,108.2306447, Trần Hưng Đạo,An Hải Tây,sơn trà,3,1.938726756255684,2.0369038993380086,2.997695963672547
5.1,8.0,Tây,1,1,5.0,16.0,3,16.0378612,108.2145629, Ngô Thị Liễu,Hòa Cường Bắc,hải châu,4,4.626545701464605,2.4330419184745744,2.4917462112960544
4.7,110.0,Đông Bắc,1,0,5.0,22.0,2,16.0593184,108.1705345, Nguyễn Đỗ Cung,Hòa Minh,liên chiểu,6,8.263643518703434,4.398744837927914,3.4459644585107867
3.1,11.0,Đông Bắc,1,1,5.0,22.0,1,16.0440402,108.170996, Nhơn Hòa 19,Hòa An,cẩm lệ,2,8.510270912314208,4.680467761493619,3.689262094801356
10.0,98.0,Đông,1,0,6.4,16.0,1,16.007266,108.2561299, Lê Văn Hiến,Hòa Hải,ngũ hành sơn,1,6.44242357425875,7.502639756624858,7.955565117413681
16.5,125.0,Tây,1,1,5.0,25.0,4,16.0792021,108.2099457, Nguyễn Tất Thành,Thanh Bình,hải châu,4,4.323852660992862,2.1694799584044686,2.5544836946778764
6.7,90.0,Đông Bắc,1,0,5.0,18.0,3,16.0683184,108.1822557, Thanh Huy 3,Thanh Khê Đông,thanh khê,7,6.996561909637619,3.286861344194603,2.505646756308817
3.55,50.0,Tây,1,0,4.0,12.5,2,16.0856082,108.2300323, Nại Nghĩa 7,Nại Hiên Đông,sơn trà,3,2.961190671087506,3.480409285147354,4.2946991030083375
9.5,80.0,Bắc,1,1,4.0,20.0,4,16.0674661,108.1932536, Thái Thị Bôi,Chính Gián,thanh khê,7,5.816508032438447,2.148548751079927,1.5167105211395546
5.9,113.0,Đông Bắc,1,0,4.4,25.0,1,16.0524731,108.1804256, Tôn Đản,Hòa An,cẩm lệ,2,7.312627738543276,3.433781014033331,2.436994835762726
7.3,90.0,Bắc,1,0,4.5,20.0,3,16.0312252,108.216254, Hồ Nguyên Trừng,Hòa Cường Nam,hải châu,4,5.009252561322011,3.1856777128528413,3.2229556567970405
12.5,115.0,Tây,1,0,5.0,23.0,3,16.0517207,108.2401221, Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,1,1.6599054092668464,3.171826157774691,4.053959031899559
8.8,100.0,Bắc,1,0,5.0,20.0,3,16.0302192,108.2208389, Lê Nổ,Hòa Cường Nam,hải châu,4,4.7842640099527305,3.4039226733227412,3.564807937978256
6.2,85.0,Tây Nam,1,1,5.0,17.0,3,16.028453,108.2408507, Đa Phước 10,Khuê Mỹ,ngũ hành sơn,1,4.0953157804453,4.6583125511297245,5.179706227736571
16.0,88.0,Đông,1,0,4.3,20.46511627906977,3,16.0732065,108.220864, Nguyễn Chí Thanh,Hải Châu I,hải châu,4,2.999837999439496,1.794145460876669,2.63103247975902
3.7,75.0,Tây Bắc,1,1,5.0,17.0,2,16.0775276,108.1653082, Phùng Chí Kiên,Hòa Minh,liên chiểu,6,8.909861511722013,5.337082919859059,4.5856977231146026
14.5,89.0,Đông,1,1,4.5,19.0,3,16.0595032,108.2194331, Phan Châu Trinh,Phước Ninh,hải châu,4,3.066888792395223,0.83389697303422,1.8119410994158676
25.0,86.85547250981791,Tây,1,1,7.8,26.0,2,16.0582788,108.2365184, Phạm Cự Lượng,An Hải Đông,sơn trà,3,1.3886140242495135,2.6663038367368563,3.624296412972826
5.9,56.0,Đông Bắc,1,1,4.2,11.0,3,16.0771733,108.2087543, Bắc Đẩu,Thanh Bình,hải châu,4,4.367741146401884,1.9618495616706648,2.3024070562971284
7.5,100.0,Tây,1,0,5.0,20.0,3,16.0411936,108.2423236, Nguyễn Bá Lân,Mỹ An,ngũ hành sơn,1,2.681188725243478,3.867530293974993,4.599303491205073
3.05,110.0,Tây Nam,1,1,5.0,21.0,1,16.0428777,108.1698412, Nhơn Hòa 21,Hòa An,cẩm lệ,2,8.664582902146329,4.843397255475198,3.854250394316545
6.6,86.0,Bắc,1,0,4.5,19.0,2,16.0283436,108.2199117, Mạc Thị bưởi,Hòa Cường Nam,hải châu,4,5.010186676023443,3.5772818080288387,3.6898579721239275
10.5,94.0,Đông Bắc,1,1,5.0,19.0,2,16.0658149,108.2389006, Nguyễn Công Trứ,An Hải Đông,sơn trà,3,0.9309766536152075,2.995052110385181,3.9922441187416386
5.9,90.0,Nam,1,1,5.0,18.0,1,16.0365349,108.2146884, Đường Nguyễn Khánh Toàn,Hòa Cường Bắc,hải châu,4,4.712736667803752,2.5803241660670055,2.625539918169332
3.5,56.0,Đông,1,0,4.0,14.0,2,16.0311397,108.2273853, Hóa Sơn 2,Hòa Cường Nam,hải châu,4,4.313258881985078,3.5781123240472743,3.914724933327211
3.3,90.0,Tây Bắc,1,0,5.0,18.0,1,16.0547787,108.1664238, Đào Sư Tích,Hòa Minh,liên chiểu,6,8.752376269426852,4.8686165443971285,3.887393294028778
10.0,119.0,Bắc,1,1,7.0,17.0,1,16.0662386,108.242325, Phước Mỹ 2,Phước Mỹ,sơn trà,3,0.5785011640361776,3.362743148380576,4.359472909069964
13.5,88.0,Tây Bắc,1,1,4.3,13.5,1,16.0508258,108.2163405, Trưng Nữ Vương,Hòa Thuận Đông,hải châu,4,3.6842502912822104,1.099877704944547,1.6252820227505091
6.9,117.0,Đông Bắc,1,1,5.0,23.0,3,16.0943304,108.227211, Dương Lâm,Nại Hiên Đông,sơn trà,3,3.917695595687666,4.182055820616124,4.874808218172202
4.1,87.0,Tây Bắc,1,1,4.5,18.0,3,16.0811599,108.1636578, Hòa Minh 8,Hòa Minh,liên chiểu,6,9.154717477720117,5.658321012793387,4.943636670918696
4.8,85.0,Tây,1,0,5.0,17.0,3,16.0425768,108.1893008, Đỗ Đức Dục,An Khê,thanh khê,7,6.70412587355635,3.048148211541623,2.161021009248588
5.0,100.0,Đông Nam,1,0,5.0,20.0,3,16.0116317,108.2207762, Thanh Lương 18,Hòa Xuân,cẩm lệ,2,6.55302312005709,5.404545852664643,5.403988349491654
14.5,84.0,Đông,1,0,4.5,19.0,3,16.0595032,108.2194331, Phan Châu Trinh,Phước Ninh,hải châu,4,3.066888792395223,0.83389697303422,1.8119410994158676
3.55,80.0,Đông Nam,1,1,5.0,18.0,1,16.0723676,108.1691148, Phú Lộc 14,Hòa Minh,liên chiểu,6,8.432938900380046,4.762482349928247,3.9620865112555057
6.1,100.0,Nam,1,1,5.0,20.0,3,16.0088599,108.1988691, Nguyễn Hữu Tiến,Hòa Thọ Đông,cẩm lệ,2,8.098230179819634,5.785903931892826,5.366594133248076
8.9,55.0,Tây Bắc,1,1,5.0,1.0,4,16.0596622,108.2121322, Đỗ Quang,Vĩnh Trung,thanh khê,7,3.833504767302232,0.052489009471549136,1.0484830818026558
7.0,150.0,Đông Nam,1,1,9.0,17.0,2,16.0929062,108.2484832, Võ Duy Ninh,Thọ Quang,sơn trà,3,3.101851419860263,5.3914983589475565,6.295157134681375
3.05,110.0,Tây Nam,1,1,5.0,22.0,1,16.0428777,108.1698412, Nhơn Hòa 21,Hòa An,cẩm lệ,2,8.664582902146329,4.843397255475198,3.854250394316545
3.55,50.0,Nam,1,0,5.0,10.0,2,16.0856082,108.2300323, Nại Nghĩa 7,Nại Hiên Đông,sơn trà,3,2.961190671087506,3.480409285147354,4.2946991030083375
3.4,100.0,Đông,1,0,5.0,20.0,2,15.984765,108.2145107, Phan Khôi,Hòa Xuân,cẩm lệ,2,9.545553870294672,8.294124844288719,8.117110365754215
4.7,86.0,Đông Nam,1,1,5.0,17.5,3,16.0941609,108.2307191, Lê Cảnh Tuân,Nại Hiên Đông,sơn trà,3,3.7059296862349647,4.328675447880873,5.07172769609242
4.4,86.0,Tây,1,1,4.5,19.0,2,16.0554169,108.174144, Nguyễn Văn Tạo,Hòa An,cẩm lệ,2,7.924113036420972,4.039844036150424,3.058410496870998
7.3,98.0,Đông,1,1,5.0,19.0,2,16.0553431,108.2352613, An Trung 1,An Hải Tây,sơn trà,3,1.686642799277198,2.572256366578166,3.4940654490558813
7.0,70.0,Tây,1,1,6.0,12.0,4,16.0567276,108.244559, Thạch Lam,Mỹ An,ngũ hành sơn,1,0.9582388152364847,3.53723882121221,4.48311080962013
4.2,81.0,Nam,1,1,5.0,18.0,2,16.0293027,108.2435139, Đa Mặn 14,Khuê Mỹ,ngũ hành sơn,1,3.9616777232784917,4.787686259465253,5.352557445307473
11.5,125.0,Đông Nam,1,1,5.0,25.0,8,16.0839273,108.2377245, Ngô Quyền,An Hải Bắc,sơn trà,3,2.354314761298158,3.872506849491163,4.775745477802017
25.0,86.85547250981791,Không,1,0,7.8,26.0,2,16.0582788,108.2365184, Phạm Cự Lượng,An Hải Đông,sơn trà,3,1.3886140242495135,2.6663038367368563,3.624296412972826
4.55,7.0,Đông Nam,1,0,4.0,18.0,2,16.0907957,108.2355494, Bùi Dương Lịch,Nại Hiên Đông,sơn trà,3,3.1410427709785256,4.290698473465043,5.117238051661002
3.55,50.0,Nam,1,1,4.5,12.0,2,16.0856082,108.2300323, Nại Nghĩa 7,Nại Hiên Đông,sơn trà,3,2.961190671087506,3.480409285147354,4.2946991030083375
6.0,70.0,Tây,1,1,6.0,12.0,5,16.0510925,108.2362391, Hoài Thanh,Mỹ An,ngũ hành sơn,1,1.9482630637014644,2.797804789928826,3.6559470217396917
