Prices,Area,toFace,type,certificate,width,length,floors,Latitude,Longitude,Street,Ward,District,District_Mapped,distance_to_beach,distance_to_center,distance_to_airport,Prices_normalized,prices_capped,log_prices,Area_capped,log_Area,floors_capped,width_capped,log_width,length_capped,log_length
13.5,16.0,Đông Bắc,1,1,6.7,2.388059701492537,3,16.0975965,108.2321163, Lý Nhật Quang.,Nại Hiên Đông,sơn trà,3,3.978101469143112,4.7346571327942,5.467636156206193,0.03980891719745223,13.5,2.6026896854443837,16.0,2.772588722239781,3,6.7,1.9021075263969205,2.388059701492537,0.8704811958428608
3.1,70.0,Nam,0,1,8.0,8.75,2,16.0253941,108.2219221, Lê Thanh Nghị,Hòa Cường Nam,hải châu,4,5.15968931167554,3.948814826453508,4.080164080824873,0.006687898089171975,3.1,1.1314021114911006,70.0,4.248495242049359,2,8.0,2.0794415416798357,8.75,2.169053700369523
3.6,70.0,Tây,1,1,8.366600265340756,8.366600265340756,2,16.0799195,108.2312225, An Hải Bắc 8,An Hải Bắc,sơn trà,3,2.411934632768166,3.068009051292402,3.955694656434213,0.008280254777070064,3.6,1.2809338454620642,70.0,4.248495242049359,2,8.366600265340756,2.1242476210246797,8.366600265340756,2.1242476210246797
1.85,36.0,Đông Nam,0,1,6.0,6.0,1,16.0799749,108.2159614, Hải Sơn,Thanh Bình,hải châu,4,3.769459193883954,2.2944306030207824,2.8923871877787124,0.002707006369426752,1.85,0.6151856390902335,36.0,3.58351893845611,1,6.0,1.791759469228055,6.0,1.791759469228055
21.9,10.0,Không,1,0,3.1622776601683795,3.1622776601683795,5,16.0531321,108.2414869, Phan Thúc Duyện,Mỹ An,ngũ hành sơn,1,1.453849529878987,3.2743888029593005,4.1786200339541,0.06656050955414013,21.9,3.086486636822455,10.0,2.302585092994046,5,3.1622776601683795,1.151292546497023,3.1622776601683795,1.151292546497023
3.85,40.0,Không,0,0,6.324555320336759,6.324555320336759,3,16.0537776,108.2114123, Lê Đình Lý,Bình Thuận,hải châu,4,4.057518265174459,0.6520439566945204,1.010402545171745,0.009076433121019108,3.85,1.3480731482996928,40.0,3.6888794541139363,3,6.324555320336759,1.8444397270569681,6.324555320336759,1.8444397270569681
14.5,67.0,Nam,1,1,4.5,14.88888888888889,3,16.0656447,108.2017156, Điện Biên Phủ,Chính Gián,thanh khê,7,4.904825881595817,1.25131956440354,0.938080530690646,0.042993630573248405,14.5,2.6741486494265287,67.0,4.204692619390966,3,4.5,1.5040773967762742,14.88888888888889,2.700615222614692
9.7,95.0,Tây Bắc,1,1,5.0,19.0,4,16.0309023,108.2296002, Nguyễn Sơn,Hòa Cường Nam,hải châu,4,4.223093007670019,3.718095161509701,4.097259554630439,0.02770700636942675,9.7,2.272125885509337,95.0,4.553876891600541,4,5.0,1.6094379124341003,19.0,2.9444389791664403
36.0,180.0,Tây Nam,1,1,10.0,18.0,4,16.0490211,108.2463704, An Thượng 4,Mỹ An,ngũ hành sơn,1,1.760580336503864,3.89838179998538,4.763839516255708,0.11146496815286625,36.0,3.58351893845611,180.0,5.19295685089021,4,10.0,2.302585092994046,18.0,2.8903717578961645
5.1,117.0,Đông Nam,0,1,9.0,13.0,1,16.0896605,108.2432801, Trương Định,Mân Thái,sơn trà,3,2.7788578535537343,4.74091237801757,5.636765121861661,0.01305732484076433,5.1,1.62924053973028,117.0,4.762173934797756,1,9.0,2.1972245773362196,13.0,2.5649493574615367
13.4,100.0,Không,1,1,5.0,20.0,3,16.0434474,108.2173735, Lê Thanh Nghị,Hòa Cường Bắc,hải châu,4,4.007019681962558,1.8966254679872492,2.19065966190869,0.03949044585987261,13.4,2.5952547069568657,100.0,4.605170185988092,3,5.0,1.6094379124341003,20.0,2.995732273553991
3.5,49.0,Không,0,1,5.1,11.4,2,16.0698397,108.2115701, Lê Duẩn,Tân Chính,thanh khê,7,3.88841536044275,1.1258653402444132,1.690805522306393,0.007961783439490446,3.5,1.252762968495368,49.0,3.8918202981106265,2,5.1,1.62924053973028,11.4,2.4336133554004498
4.5,50.0,Không,0,1,7.0,7.0,4,16.0606335,108.2093442, Phan Thanh,Thạc Gián,thanh khê,7,4.114958404858942,0.2681464382618427,0.8084728356482012,0.011146496815286623,4.5,1.5040773967762742,50.0,3.912023005428146,4,7.0,1.9459101490553132,7.0,1.9459101490553132
4.5,56.0,Không,0,1,4.0,14.0,3,16.0493796,108.2207225, Núi Thành,Hòa Thuận Đông,hải châu,4,3.3445135163991093,1.4966070293743554,2.117951390785364,0.011146496815286623,4.5,1.5040773967762742,56.0,4.02535169073515,3,4.0,1.3862943611198906,14.0,2.6390573296152584
3.55,57.0,Không,0,1,3.8,15.4,3,16.0608503,108.1882335, Cù Chính Lan,Hòa Khê,thanh khê,7,6.36249508351294,2.508154722107072,1.5957250726212269,0.008121019108280255,3.55,1.2669476034873244,57.0,4.04305126783455,3,3.8,1.33500106673234,15.4,2.7343675094195836
3.95,90.0,Không,1,1,5.0,18.0,1,16.0213652,108.2508597, Đa Mặn 2,Khuê Mỹ,ngũ hành sơn,1,4.829451265475186,5.964615620567171,6.506858678450522,0.009394904458598727,3.95,1.3737155789130306,90.0,4.499809670330265,1,5.0,1.6094379124341003,18.0,2.8903717578961645
5.5,78.0,Không,0,1,7.0,11.2,4,16.0382864,108.2213353, Núi Thành,Hòa Cường Bắc,hải châu,4,4.066315876444203,2.583237451838292,2.89481433902592,0.014331210191082803,5.5,1.7047480922384253,78.0,4.356708826689592,4,7.0,1.9459101490553132,11.2,2.4159137783010487
2.59,7.0,Tây Nam,1,1,4.5,16.0,1,16.0825294,108.1617944, Hòa Minh 3,Hòa Minh,liên chiểu,6,9.380610142327798,5.903160506345662,5.193214515350213,0.005063694267515923,2.59,0.9516578757114463,7.0,1.9459101490553132,1,4.5,1.5040773967762742,16.0,2.772588722239781
2.85,50.0,Không,0,1,5.2,9.0,2,16.071571,108.2093029, Hải Phòng,Chính Gián,thanh khê,7,4.158460823571589,1.3409808363383553,1.7399107862228058,0.00589171974522293,2.85,1.0473189942805592,50.0,3.912023005428146,2,5.2,1.6486586255873816,9.0,2.1972245773362196
5.8,106.0,Không,0,1,5.0,21.0,2,16.070034,108.1881192, Kỳ Đồng,Xuân Hà,thanh khê,7,6.384280074128596,2.76607576088617,2.1057168217212467,0.015286624203821656,5.8,1.7578579175523736,106.0,4.663439094112067,2,5.0,1.6094379124341003,21.0,3.044522437723423
1.64,60.0,Tây Nam,0,1,4.0,15.0,1,16.0415679,108.1813377, Tôn Đản,Hòa An,cẩm lệ,2,7.540386123959919,3.81132784558817,2.864890139485825,0.002038216560509554,1.64,0.494696241836107,60.0,4.0943445622221,1,4.0,1.3862943611198906,15.0,2.70805020110221
2.6,7.0,Tây Nam,1,1,4.5,16.0,1,16.0825294,108.1617944, Hòa Minh 3,Hòa Minh,liên chiểu,6,9.380610142327798,5.903160506345662,5.193214515350213,0.005095541401273886,2.6,0.9555114450274363,7.0,1.9459101490553132,1,4.5,1.5040773967762742,16.0,2.772588722239781
1.65,7.0,Không,0,1,4.0,7.0,2,16.0610038,108.2208252, Nguyễn Văn Linh,Phước Ninh,hải châu,4,2.891589655076026,0.9937498790760984,1.987811903631371,0.0020700636942675155,1.65,0.5007752879124892,7.0,1.9459101490553132,2,4.0,1.3862943611198906,7.0,1.9459101490553132
2.4,40.0,Không,0,1,4.3,9.5,2,16.0557495,108.2097934, Lê Đình Lý,Vĩnh Trung,thanh khê,7,4.164597959463049,0.4763673161504429,0.7798318410034896,0.0044585987261146496,2.4,0.8754687373538999,40.0,3.6888794541139363,2,4.3,1.4586150226995167,9.5,2.2512917986064953
2.88,30.0,Không,0,1,3.2,10.0,3,16.0542218,108.2102399, Nguyễn Tri Phương,Vĩnh Trung,thanh khê,7,4.16303165229656,0.6208195841940352,0.8756758379556846,0.005987261146496815,2.88,1.0577902941478545,30.0,3.4011973816621555,3,3.2,1.1631508098056809,10.0,2.302585092994046
5.7,100.0,Không,1,1,5.0,20.0,3,16.025345,108.2121536, Bình Hòa 4,Khuê Trung,cẩm lệ,2,5.787561027724534,3.798302738258644,3.6702146649684217,0.014968152866242038,5.7,1.7404661748405046,100.0,4.605170185988092,3,5.0,1.6094379124341003,20.0,2.995732273553991
1.35,49.0,Không,0,1,3.65,11.4,1,16.0595231,108.179155, Trường Chinh,Hòa An,cẩm lệ,2,7.342261974734708,3.4761945440084063,2.528594798354249,0.0011146496815286626,1.35,0.30010459245033816,49.0,3.8918202981106265,1,3.65,1.2947271675944,11.4,2.4336133554004498
11.9,60.0,Không,1,1,4.7,12.5,3,16.0757672,108.2135372, Ông Ích Khiêm,Thanh Bình,hải châu,4,3.8330059149601023,1.7932792754357365,2.3594096584607738,0.03471337579617834,11.9,2.4765384001174837,60.0,4.0943445622221,3,4.7,1.547562508716013,12.5,2.5257286443082556
27.0,50.0,Đông Bắc,1,1,10.0,25.0,2,16.0245072,108.2091787, Nguyễn Hữu Thọ,Khuê Trung,cẩm lệ,2,6.068675813813078,3.89953512871535,3.686178641284242,0.08280254777070063,27.0,3.295836866004329,50.0,3.912023005428146,2,10.0,2.302585092994046,25.0,3.2188758248682006
5.7,56.0,Bắc,1,1,4.0,14.0,2,16.0676848,108.241794, An Cư 1,An Hải Bắc,sơn trà,3,0.689037529930549,3.346121405671935,4.34407755238874,0.014968152866242038,5.7,1.7404661748405046,56.0,4.02535169073515,2,4.0,1.3862943611198906,14.0,2.6390573296152584
9.2,145.0,Không,1,1,5.3,27.4,3,16.0594942,108.1593905, Tôn Đức Thắng,Hòa Khánh Nam,liên chiểu,6,9.451907450672875,5.591044255075695,4.6374045145816725,0.02611464968152866,9.2,2.2192034840549946,145.0,4.976733742420574,3,5.3,1.667706820558076,27.4,3.3105430133940246
1.28,30.0,Tây Nam,0,1,4.3,7.0,1,16.0718385,108.1883741, Trần Cao Vân,Xuân Hà,thanh khê,7,6.378068160242131,2.830663747943176,2.226242239621569,0.00089171974522293,1.28,0.2468600779315258,30.0,3.4011973816621555,1,4.3,1.4586150226995167,7.0,1.9459101490553132
4.4,6.0,Không,0,1,4.0,15.0,4,16.0641445,108.2166081, Triệu Nữ Vương,Nam Dương,hải châu,4,3.311664632315792,0.7266584223102898,1.677305391765951,0.010828025477707007,4.4,1.4816045409242156,6.0,1.791759469228055,4,4.0,1.3862943611198906,15.0,2.70805020110221
3.5,56.0,Đông,1,1,4.0,14.0,2,16.0311397,108.2273853, Hóa Sơn 2,Hòa Cường Nam,hải châu,4,4.313258881985078,3.5781123240472743,3.914724933327211,0.007961783439490446,3.5,1.252762968495368,56.0,4.02535169073515,2,4.0,1.3862943611198906,14.0,2.6390573296152584
4.25,73.0,Không,1,1,5.0,15.0,3,16.0776992,108.1650233, Lê Văn Thịnh,Hòa Minh,liên chiểu,6,8.9429545879504,5.372433357220824,4.621574864228392,0.010350318471337579,4.25,1.4469189829363254,73.0,4.290459441148391,3,5.0,1.6094379124341003,15.0,2.70805020110221
83.0,17.0,Không,1,1,6.6,25.0,2,16.0693686,108.2250334, Bạch Đằng,Hải Châu I,hải châu,4,2.459543293465843,1.7905561800065912,2.745247382688979,0.2611464968152866,43.0618972051879,4.418840607796598,17.0,2.833213344056216,2,6.6,1.8870696490323797,25.0,3.2188758248682006
3.5,78.0,Không,0,1,4.0,19.5,2,16.0428759,108.2199186, Lê Cơ,Hòa Cường Bắc,hải châu,4,3.830901565540113,2.058262099317034,2.434579759600487,0.007961783439490446,3.5,1.252762968495368,78.0,4.356708826689592,2,4.0,1.3862943611198906,19.5,2.970414465569701
26.5,150.0,Không,1,1,4.5,34.0,9,16.0427332,108.2428481, Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,1,2.50293418993956,3.829086990259891,4.588877644417808,0.08121019108280254,26.5,3.2771447329921766,150.0,5.0106352940962555,8,4.5,1.5040773967762742,34.0,3.5263605246161616
2.7,60.0,Không,0,1,4.9,12.0,2,16.0409045,108.216236, Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,4,4.274552178367,2.1335238989701337,2.316772417097155,0.005414012738853504,2.7,0.9932517730102834,60.0,4.0943445622221,2,4.9,1.589235205116581,12.0,2.4849066497880004
5.8,100.0,Không,0,1,5.0,20.0,2,16.0525986,108.209006, Đặng Thùy Trâm,Hòa Thuận Tây,hải châu,4,4.342688198780041,0.831348949009912,0.8494512806729596,0.015286624203821656,5.8,1.7578579175523736,100.0,4.605170185988092,2,5.0,1.6094379124341003,20.0,2.995732273553991
2.2,126.0,Không,0,1,8.0,16.0,1,16.0031472,108.1876854, Nguyễn Như Đỗ,Hòa Thọ Tây,cẩm lệ,2,9.366062087864112,6.759358797217937,6.194398151067429,0.0038216560509554145,2.2,0.7884573603642703,126.0,4.836281906951478,1,8.0,2.0794415416798357,16.0,2.772588722239781
2.98,11.0,Không,1,1,5.0,22.5,2,16.0440402,108.170996, Nhơn Hòa 19,Hòa An,cẩm lệ,2,8.510270912314208,4.680467761493619,3.689262094801356,0.006305732484076433,2.98,1.091923300517313,11.0,2.3978952727983707,2,5.0,1.6094379124341003,22.5,3.1135153092103742
6.25,125.0,Không,1,1,5.0,25.0,1,16.0943798,108.1388158, Nguyễn Lương Bằng,Hòa Hiệp Nam,liên chiểu,6,12.082558602986412,8.687347689185728,7.973785879900336,0.016719745222929936,6.25,1.8325814637483102,125.0,4.8283137373023015,1,5.0,1.6094379124341003,25.0,3.2188758248682006
72.0,70.0,Không,1,1,15.0,18.0,8,16.0491361,108.2468245, An Thượng 3,Mỹ An,ngũ hành sơn,1,1.7450556833733135,3.940946643095896,4.809167077034194,0.22611464968152867,43.0618972051879,4.276666119016055,70.0,4.248495242049359,8,15.0,2.70805020110221,18.0,2.8903717578961645
2.9,64.0,Không,0,1,4.05,15.0,2,16.0382864,108.2213353, Núi Thành,Hòa Cường Bắc,hải châu,4,4.066315876444203,2.583237451838292,2.89481433902592,0.006050955414012738,2.9,1.0647107369924282,64.0,4.1588830833596715,2,4.05,1.3987168811184478,15.0,2.70805020110221
4.85,45.0,Không,1,1,7.0,6.5,3,16.0748573,108.2106611, Đinh Tiên Hoàng,Tam Thuận,thanh khê,7,4.09807436098415,1.684355024248506,2.13127179602642,0.012261146496815286,4.85,1.5789787049493917,45.0,3.8066624897703196,3,7.0,1.9459101490553132,6.5,1.8718021769015913
21.99,5.0,Không,1,1,12.0,21.0,4,16.0418324,108.2478355, Trần Văn Dư,Mỹ An,ngũ hành sơn,1,2.551740469057354,4.34678982241341,5.124626319899286,0.06684713375796178,21.99,3.09058780456667,5.0,1.6094379124341003,4,12.0,2.4849066497880004,21.0,3.044522437723423
8.0,60.0,Không,1,0,7.745966692414834,7.745966692414834,3,16.0873004,108.2193575, Cao Xuân Dục,Thuận Phước,hải châu,4,3.904848825283487,3.1675069340093143,3.777799418912912,0.022292993630573247,8.0,2.0794415416798357,60.0,4.0943445622221,3,7.745966692414834,2.04717228111105,7.745966692414834,2.04717228111105
72.0,70.0,Không,1,1,8.366600265340756,8.366600265340756,8,16.0486433,108.2485294, An Thượng 1,Mỹ An,ngũ hành sơn,1,1.8009277618289568,4.131352317892098,4.998604841736438,0.22611464968152867,43.0618972051879,4.276666119016055,70.0,4.248495242049359,8,8.366600265340756,2.1242476210246797,8.366600265340756,2.1242476210246797
13.8,185.0,Không,1,1,13.601470508735444,13.601470508735444,2,16.0705872,108.1527666, Tôn Đức Thắng,Hòa Khánh Bắc,liên chiểu,6,10.161087742443131,6.414493194001564,5.540379991525375,0.04076433121019109,13.8,2.624668592163159,185.0,5.220355825078324,2,13.601470508735444,2.6101779125391626,13.601470508735444,2.6101779125391626
26.9,150.0,Không,1,1,12.24744871391589,12.24744871391589,9,16.0443375,108.2446794, Mỹ Đa Đông 8,Mỹ An,ngũ hành sơn,1,2.2949732726955,3.921120636721213,4.716321553705474,0.08248407643312101,26.9,3.292126286607793,150.0,5.0106352940962555,8,12.24744871391589,2.5053176470481278,12.24744871391589,2.5053176470481278
8.8,60.0,Không,1,1,7.745966692414834,7.745966692414834,4,16.0512309,108.2443867, An Thượng 38,Mỹ An,ngũ hành sơn,1,1.548929419426012,3.6260687754731418,4.5132904749324485,0.024840764331210193,8.8,2.174751721484161,60.0,4.0943445622221,4,7.745966692414834,2.04717228111105,7.745966692414834,2.04717228111105
3.7,75.0,Không,1,1,8.660254037844387,8.660254037844387,1,16.0775276,108.1653082, Phùng Chí Kiên,Hòa Minh,liên chiểu,6,8.909861511722013,5.337082919859059,4.5856977231146026,0.008598726114649681,3.7,1.308332819650179,75.0,4.31748811353631,1,8.660254037844387,2.1587440567681555,8.660254037844387,2.1587440567681555
5.65,60.0,Không,1,1,7.745966692414834,7.745966692414834,3,16.0873004,108.2193575, Cao Xuân Dục,Thuận Phước,hải châu,4,3.904848825283487,3.1675069340093143,3.777799418912912,0.014808917197452231,5.65,1.7316555451583497,60.0,4.0943445622221,3,7.745966692414834,2.04717228111105,7.745966692414834,2.04717228111105
6.3,120.0,Không,1,1,10.954451150103322,10.954451150103322,2,16.0797779,108.2328641, Thế Lữ,An Hải Bắc,sơn trà,3,2.2765688949618164,3.179549243358565,4.083294626404856,0.016878980891719745,6.3,1.840549633397487,120.0,4.787491742782046,2,10.954451150103322,2.393745871391023,10.954451150103322,2.393745871391023
11.7,175.0,Không,1,1,13.228756555322953,13.228756555322953,3,16.0875775,108.2336565, Trần Thánh Tông,Nại Hiên Đông,sơn trà,3,2.9175756913209256,3.884368454561877,4.720426296955056,0.03407643312101911,11.7,2.4595888418037104,175.0,5.1647859739235145,3,13.228756555322953,2.582392986961757,13.228756555322953,2.582392986961757
8.2,120.0,Không,1,1,10.954451150103322,10.954451150103322,2,16.0592016,108.2131098, Nguyễn Hoàng,Vĩnh Trung,thanh khê,7,3.738380284016263,0.165277947915421,1.138950979221888,0.022929936305732482,8.2,2.1041341542702074,120.0,4.787491742782046,2,10.954451150103322,2.393745871391023,10.954451150103322,2.393745871391023
85.0,450.0,Không,1,1,21.213203435596427,21.213203435596427,1,16.0735162,108.2182382, Nguyễn Thị Minh Khai,Hải Châu I,hải châu,4,3.2781940449972717,1.6873905487555234,2.4555085861307866,0.267515923566879,43.0618972051879,4.442651256490317,276.2692297258002,6.1092475827643655,1,21.213203435596427,3.0546237913821828,21.213203435596427,3.0546237913821828
31.0,150.0,Không,1,1,7.0,21.428571428571427,3,16.0475147,108.2494155, Võ Nguyên Giáp,Mỹ An,ngũ hành sơn,1,1.933106561447408,4.259805660341731,5.116488578738952,0.09554140127388536,31.0,3.4339872044851463,150.0,5.0106352940962555,3,7.0,1.9459101490553132,21.428571428571427,3.0647251450409425
23.8,110.0,Không,1,1,10.488088481701515,10.488088481701515,8,16.0648232,108.2299077, Trần Hưng Đạo,An Hải Tây,sơn trà,3,1.8875909861002107,2.0361076868847507,3.034051204227963,0.07261146496815286,23.8,3.169685580677429,110.0,4.700480365792417,8,10.488088481701515,2.3502401828962083,10.488088481701515,2.3502401828962083
4.5,105.0,Không,1,1,10.246950765959598,10.246950765959598,1,16.0583615,108.1683251, Tô Hiệu,Hòa Minh,liên chiểu,6,8.507768670810812,4.637246247012794,3.676714756835964,0.011146496815286623,4.5,1.5040773967762742,105.0,4.653960350157523,1,10.246950765959598,2.3269801750787615,10.246950765959598,2.3269801750787615
3.7,90.0,Không,0,1,9.486832980505138,9.486832980505138,1,16.0409336,108.2388611, Lê Văn Hưu,Mỹ An,ngũ hành sơn,1,2.8092846727718577,3.574996085964779,4.27188513412004,0.008598726114649681,3.7,1.308332819650179,90.0,4.499809670330265,1,9.486832980505138,2.2499048351651325,9.486832980505138,2.2499048351651325
2.29,98.0,Không,0,1,9.899494936611664,9.899494936611664,1,16.0211542,108.2065983, Hà Tông Quyền,Khuê Trung,cẩm lệ,2,6.528920245396716,4.295695938128101,4.0128531176394535,0.00410828025477707,2.29,0.8285518175661483,98.0,4.584967478670572,1,9.899494936611664,2.2924837393352857,9.899494936611664,2.2924837393352857
4.85,86.0,Không,0,1,9.273618495495704,9.273618495495704,2,16.044107,108.2060114, Trưng Nữ Vương,Hòa Thuận Tây,hải châu,4,5.004469849198954,1.824090898313722,1.494315801070678,0.012261146496815286,4.85,1.5789787049493917,86.0,4.454347296253507,2,9.273618495495704,2.2271736481267537,9.273618495495704,2.2271736481267537
4.7,60.0,Không,0,1,7.745966692414834,7.745966692414834,2,16.0838889,108.2406149, Phó Đức Chính,Mân Thái,sơn trà,3,2.229442310647199,4.098207424025805,5.019812116892458,0.01178343949044586,4.7,1.547562508716013,60.0,4.0943445622221,2,7.745966692414834,2.04717228111105,7.745966692414834,2.04717228111105
1.65,111.0,Không,0,1,10.535653752852738,10.535653752852738,2,16.0638041,108.1488096, Nam Cao,Hòa Khánh Nam,liên chiểu,6,10.565766495853987,6.738701869171807,5.808596524198649,0.0020700636942675155,1.65,0.5007752879124892,111.0,4.709530201312334,2,10.535653752852738,2.354765100656167,10.535653752852738,2.354765100656167
4.4,120.0,Không,1,1,10.954451150103322,10.954451150103322,1,16.061775,108.160753, Nguyễn Khuyến,Hòa Khánh Nam,liên chiểu,6,9.293581017659823,5.450190030284458,4.513007063469932,0.010828025477707007,4.4,1.4816045409242156,120.0,4.787491742782046,1,10.954451150103322,2.393745871391023,10.954451150103322,2.393745871391023
3.6,75.0,Không,1,1,8.660254037844387,8.660254037844387,1,16.0775276,108.1653082, Phùng Chí Kiên,Hòa Minh,liên chiểu,6,8.909861511722013,5.337082919859059,4.5856977231146026,0.008280254777070064,3.6,1.2809338454620642,75.0,4.31748811353631,1,8.660254037844387,2.1587440567681555,8.660254037844387,2.1587440567681555
21.99,56.0,Không,0,1,4.0,11.5,3,16.0493796,108.2207225, Núi Thành,Hòa Thuận Đông,hải châu,4,3.3445135163991093,1.4966070293743554,2.117951390785364,0.06684713375796178,21.99,3.09058780456667,56.0,4.02535169073515,3,4.0,1.3862943611198906,11.5,2.4423470353692043
2.3,60.0,Không,0,1,3.5,17.0,1,16.0707892,108.1570508, Ngô Thì Nhậm,Hòa Minh,liên chiểu,6,9.705083679517385,5.969486792675153,5.106612297167938,0.004140127388535031,2.3,0.8329091229351039,60.0,4.0943445622221,1,3.5,1.252762968495368,17.0,2.833213344056216
7.65,90.0,Không,1,1,5.0,18.0,3,16.042319,108.2140318, Hoàng Thúc Trâm,Hòa Cường Bắc,hải châu,4,4.37052667335598,1.936544704351804,2.0487564401690914,0.021178343949044588,7.65,2.0347056478384444,90.0,4.499809670330265,3,5.0,1.6094379124341003,18.0,2.8903717578961645
5.7,7.0,Không,1,1,6.0,12.5,1,16.0484714,108.2406022, An Thượng 18,Mỹ An,ngũ hành sơn,1,1.9630535990868956,3.3373555285958,4.173249433381312,0.014968152866242038,5.7,1.7404661748405046,7.0,1.9459101490553132,1,6.0,1.791759469228055,12.5,2.5257286443082556
12.5,30.0,Không,0,1,8.0,29.0,3,16.0583615,108.1683251, Tô Hiệu,Hòa Minh,liên chiểu,6,8.507768670810812,4.637246247012794,3.676714756835964,0.03662420382165605,12.5,2.5257286443082556,30.0,3.4011973816621555,3,8.0,2.0794415416798357,29.0,3.367295829986474
2.55,80.0,Không,0,1,6.0,13.333333333333334,2,16.0674661,108.1932536, Thái Thị Bôi,Chính Gián,thanh khê,7,5.816508032438447,2.148548751079927,1.5167105211395546,0.004936305732484076,2.55,0.9360933591703348,80.0,4.382026634673881,2,6.0,1.791759469228055,13.333333333333334,2.5902671654458267
7.6,80.0,Không,1,1,6.0,14.5,3,16.0347762,108.217907, Lê Thị Hồng Gấm,Hòa Cường Nam,hải châu,4,4.600617116849255,2.8346870991995337,2.971038187331273,0.021019108280254776,7.6,2.028148247292285,80.0,4.382026634673881,3,6.0,1.791759469228055,14.5,2.6741486494265287
170.0,300.0,Không,1,1,15.0,20.0,18,16.0756928,108.2429073, Hồ Nghinh,Phước Mỹ,sơn trà,3,1.2944613220717778,3.786414242544354,4.766565448596511,0.5382165605095541,43.0618972051879,5.135798437050262,276.2692297258002,5.703782474656201,8,15.0,2.70805020110221,20.0,2.995732273553991
3.53,8.0,Không,0,1,4.5,18.0,1,16.0600634,108.2135488, Nguyễn Hoàng,Bình Hiên,hải châu,4,3.677019358396333,0.2087568387355273,1.206391277618806,0.00805732484076433,3.53,1.2612978709452054,8.0,2.0794415416798357,1,4.5,1.5040773967762742,18.0,2.8903717578961645
2.28,41.0,Đông,0,1,4.0,10.2,3,16.0382452,108.2190396, Phan Huy Ôn,Hòa Cường Bắc,hải châu,4,4.242672513571202,2.499082677926075,2.7345637633959656,0.004076433121019108,2.28,0.8241754429663494,41.0,3.713572066704308,3,4.0,1.3862943611198906,10.2,2.322387720290225
3.5,37.0,Nam,0,1,3.0,12.5,3,16.0673684,108.2237777, Trần Phú,Hải Châu I,hải châu,4,2.558210581619097,1.5533156309406828,2.522909903863445,0.007961783439490446,3.5,1.252762968495368,37.0,3.6109179126442243,3,3.0,1.0986122886681098,12.5,2.5257286443082556
4.25,79.0,Không,0,1,4.5,18.0,3,16.0562861,108.217152, Hoàng Diệu,Bình Thuận,hải châu,4,3.388998407675905,0.6982315253644558,1.5535481531126378,0.010350318471337579,4.25,1.4469189829363254,79.0,4.3694478524670215,3,4.5,1.5040773967762742,18.0,2.8903717578961645
7.45,55.0,Không,1,1,6.0,9.2,2,16.0505268,108.2188087, Hoàng Diệu,Hòa Thuận Đông,hải châu,4,3.461740876029918,1.2692127569131852,1.8794026019593704,0.02054140127388535,7.45,2.0082140323914683,55.0,4.007333185232471,2,6.0,1.791759469228055,9.2,2.2192034840549946
5.65,58.0,Nam,1,1,4.0,14.5,3,16.0873004,108.2193575, Cao Xuân Dục,Thuận Phước,hải châu,4,3.904848825283487,3.1675069340093143,3.777799418912912,0.014808917197452231,5.65,1.7316555451583497,58.0,4.060443010546419,3,4.0,1.3862943611198906,14.5,2.6741486494265287
8.6,9.0,Không,1,1,4.6,20.0,3,16.0799244,108.2299782, Lê Phụng Hiểu,An Hải Bắc,sơn trà,3,2.510395271617619,2.9790885910567617,3.854134818026997,0.024203821656050954,8.6,2.151762203259462,9.0,2.1972245773362196,3,4.6,1.5260563034950492,20.0,2.995732273553991
3.92,8.0,Không,1,1,3.0,9.4,4,16.077247,108.2196748, Lý Tự Trọng,Thạch Thang,hải châu,4,3.280930062097949,2.126937362188647,2.8679327567243256,0.00929936305732484,3.92,1.366091653802371,8.0,2.0794415416798357,4,3.0,1.0986122886681098,9.4,2.2407096892759584
8.2,85.0,Không,1,1,5.0,17.0,3,16.070034,108.1881192, Kỳ Đồng,Xuân Hà,thanh khê,7,6.384280074128596,2.76607576088617,2.1057168217212467,0.022929936305732482,8.2,2.1041341542702074,85.0,4.442651256490317,3,5.0,1.6094379124341003,17.0,2.833213344056216
18.0,145.0,Không,1,1,5.0,28.0,6,16.0693719,108.2204069, Phan Châu Trinh,Hải Châu I,hải châu,4,2.946169589185153,1.4259204951605025,2.326539964933259,0.054140127388535034,18.0,2.8903717578961645,145.0,4.976733742420574,6,5.0,1.6094379124341003,28.0,3.332204510175204
11.95,90.0,Không,1,1,4.5,20.0,7,16.0409045,108.216236, Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,4,4.274552178367,2.1335238989701337,2.316772417097155,0.03487261146496815,11.95,2.4807312783775197,90.0,4.499809670330265,7,4.5,1.5040773967762742,20.0,2.995732273553991
2.45,81.0,Không,1,1,4.5,18.0,1,16.0504468,108.1725377, Nhơn Hòa 3,Hòa An,cẩm lệ,2,8.184028394421764,4.3068882958150745,3.3097516351155,0.004617834394904459,2.45,0.8960880245566357,81.0,4.394449154672439,1,4.5,1.5040773967762742,18.0,2.8903717578961645
