Prices,Area,toFace,type,certificate,width,length,floors,Latitude,Longitude,Street,Ward,District,District_Mapped,distance_to_beach,distance_to_center,distance_to_airport,Prices_normalized,prices_capped,log_prices,Area_capped,log_Area,floors_capped,width_capped,log_width,length_capped,log_length
10.99,70.0,Không,1,1,4.5,16.0,3,16.0658877,108.1881561, Điện Biên Phủ,Thanh Khê Đông,thanh khê,7,6.355930592308486,2.6055915344213068,1.825062560007617,0.031815286624203826,10.99,2.39698576841553,70.0,4.248495242049359,3,4.5,1.5040773967762742,16.0,2.772588722239781
4.3,98.0,Đông,0,1,4.4,20.0,2,16.0524115,108.2090289, Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,4,4.346895782169306,0.8500454561579067,0.8639978075900642,0.010509554140127388,4.3,1.4586150226995167,98.0,4.584967478670572,2,4.4,1.4816045409242156,20.0,2.995732273553991
6.5,100.0,Không,0,1,7.0,14.5,2,16.0549167,108.2041463, Duy Tân,Hòa Thuận Tây,hải châu,4,4.773493775984444,0.958874264995526,0.2998811123804539,0.01751592356687898,6.5,1.8718021769015913,100.0,4.605170185988092,2,7.0,1.9459101490553132,14.5,2.6741486494265287
1.9,40.0,Không,0,1,4.0,10.0,1,16.0651121,108.2111701, Hùng Vương,Vĩnh Trung,thanh khê,7,3.892570365243455,0.6047946017099922,1.2614865291769353,0.0028662420382165603,1.9,0.6418538861723947,40.0,3.6888794541139363,1,4.0,1.3862943611198906,10.0,2.302585092994046
4.5,53.0,Không,0,1,3.5,15.0,4,16.0536091,108.20467, Thi Sách,Hòa Thuận Tây,hải châu,4,4.754930223728085,1.0028554001820016,0.453260725546583,0.011146496815286623,4.5,1.5040773967762742,53.0,3.970291913552122,4,3.5,1.252762968495368,15.0,2.70805020110221
2.7,45.0,Không,0,1,6.0,7.3,2,16.071571,108.2093029, Hải Phòng,Tân Chính,thanh khê,7,4.158460823571589,1.3409808363383553,1.7399107862228058,0.005414012738853504,2.7,0.9932517730102834,45.0,3.8066624897703196,2,6.0,1.791759469228055,7.3,1.9878743481543455
2.55,106.0,Không,0,1,10.0,10.5,1,16.0606335,108.2093442, Phan Thanh,Thạc Gián,thanh khê,7,4.114958404858942,0.2681464382618427,0.8084728356482012,0.004936305732484076,2.55,0.9360933591703348,106.0,4.663439094112067,1,10.0,2.302585092994046,10.5,2.3513752571634776
2.2,51.0,Đông,0,1,4.2,13.0,1,16.0590007,108.2212969, Trưng Nữ Vương,Bình Hiên,hải châu,4,2.8835853412580748,1.0357537402623729,2.003376921739127,0.0038216560509554145,2.2,0.7884573603642703,51.0,3.9318256327243257,1,4.2,1.4350845252893227,13.0,2.5649493574615367
7.5,105.0,Không,1,1,5.0,21.0,2,16.070034,108.1881192, Kỳ Đồng,Xuân Hà,thanh khê,7,6.384280074128596,2.76607576088617,2.1057168217212467,0.020700636942675158,7.5,2.0149030205422647,105.0,4.653960350157523,2,5.0,1.6094379124341003,21.0,3.044522437723423
7.35,90.0,Không,1,1,6.5,15.0,3,16.0617598,108.1870898, Trần Xuân Lê,Hòa Khê,thanh khê,7,6.478400144100649,2.6372994879727267,1.7407821355210669,0.02022292993630573,7.35,1.9947003132247452,90.0,4.499809670330265,3,6.5,1.8718021769015913,15.0,2.70805020110221
4.5,53.0,Không,0,1,4.8,11.0,2,16.0586433,108.2109396, Trần Tống,Vĩnh Trung,thanh khê,7,3.977746919668889,0.1358155459052938,0.8993190603318368,0.011146496815286623,4.5,1.5040773967762742,53.0,3.970291913552122,2,4.8,1.5686159179138452,11.0,2.3978952727983707
6.5,107.0,Đông,1,1,10.3440804327886,10.3440804327886,2,15.9854422,108.2078906, Phạm Hùng,Xã Hòa Phước,hòa vang,5,9.762496136752391,8.223306290412035,7.962227697822298,0.01751592356687898,6.5,1.8718021769015913,107.0,4.672828834461906,2,10.3440804327886,2.336414417230953,10.3440804327886,2.336414417230953
4.5,125.0,Đông,1,1,5.0,25.0,2,15.9970496,108.2150773, Hoàng Đình Ái,Hòa Xuân,cẩm lệ,2,8.272444011624037,6.938791037554091,6.789316842345563,0.011146496815286623,4.5,1.5040773967762742,125.0,4.8283137373023015,2,5.0,1.6094379124341003,25.0,3.2188758248682006
4.1,100.0,Đông,1,0,5.0,20.0,3,16.0024745,108.2084616, Ngô Mây,Hòa Xuân,cẩm lệ,2,8.074763502008157,6.337874268895839,6.089470245904084,0.009872611464968152,4.1,1.410986973710262,100.0,4.605170185988092,3,5.0,1.6094379124341003,20.0,2.995732273553991
5.9,50.0,Bắc,1,1,7.071067811865476,7.071067811865476,3,15.9999497,108.2153837, Mẹ Thứ,Hòa Xuân,cẩm lệ,2,7.968118372425422,6.620244977365063,6.48170658558846,0.015605095541401276,5.9,1.7749523509116738,50.0,3.912023005428146,3,7.071067811865476,1.9560115027140732,7.071067811865476,1.9560115027140732
4.3,10.0,Nam,1,1,3.1622776601683795,3.1622776601683795,3,16.0002907,108.206991, Nguyễn Huy Oánh,Xã Hòa Châu,hòa vang,5,8.363011636192407,6.589210699663215,6.3164372827552695,0.010509554140127388,4.3,1.4586150226995167,10.0,2.302585092994046,3,3.1622776601683795,1.151292546497023,3.1622776601683795,1.151292546497023
4.6,70.0,Bắc,1,1,8.366600265340756,8.366600265340756,3,16.0199418,108.207474, Lưu Nhân Chú,Khuê Trung,cẩm lệ,2,6.567421705172774,4.418387202068741,4.156857940946859,0.011464968152866241,4.6,1.5260563034950492,70.0,4.248495242049359,3,8.366600265340756,2.1242476210246797,8.366600265340756,2.1242476210246797
10.8,90.0,Nam,1,1,4.5,20.0,3,16.0586433,108.2109396, Trần Tống,Vĩnh Trung,thanh khê,7,3.977746919668889,0.1358155459052938,0.8993190603318368,0.03121019108280255,10.8,2.379546134130174,90.0,4.499809670330265,3,4.5,1.5040773967762742,20.0,2.995732273553991
6.3,100.0,Không,0,1,7.0,14.5,2,16.0549167,108.2041463, Duy Tân,Hòa Thuận Tây,hải châu,4,4.773493775984444,0.958874264995526,0.2998811123804539,0.016878980891719745,6.3,1.840549633397487,100.0,4.605170185988092,2,7.0,1.9459101490553132,14.5,2.6741486494265287
3.25,105.0,Không,0,1,6.0,17.5,1,16.0595939,108.1694443, Tống Duy Tân,Hòa Minh,liên chiểu,6,8.377781993080246,4.515235062481053,3.5644794221097382,0.007165605095541401,3.25,1.1786549963416462,105.0,4.653960350157523,1,6.0,1.791759469228055,17.5,2.8622008809294686
1.99,60.0,Không,0,0,7.745966692414834,7.745966692414834,2,16.0600634,108.2135488, Nguyễn Hoàng,Bình Hiên,hải châu,4,3.677019358396333,0.2087568387355273,1.206391277618806,0.0031528662420382166,1.99,0.688134638736401,60.0,4.0943445622221,2,7.745966692414834,2.04717228111105,7.745966692414834,2.04717228111105
3.5,90.0,Đông,1,0,5.0,18.0,1,15.9970667,108.2664856, Dương Tôn Hải,Hòa Hải,ngũ hành sơn,1,7.774077830496161,9.079359072603594,9.53700901125706,0.007961783439490446,3.5,1.252762968495368,90.0,4.499809670330265,1,5.0,1.6094379124341003,18.0,2.8903717578961645
3.0,100.0,Đông,0,1,6.8,14.0,2,16.052016,108.2141211, Trưng Nữ Vương,Hòa Thuận Đông,hải châu,4,3.8501300898541233,0.8871212284883858,1.3542273728919043,0.006369426751592357,3.0,1.0986122886681098,100.0,4.605170185988092,2,6.8,1.916922612182061,14.0,2.6390573296152584
3.05,50.0,Không,0,0,5.6,8.928571428571429,3,16.0602491,108.2136695, Nguyễn Văn Linh,Nam Dương,hải châu,4,3.6613011326956393,0.2263800987938418,1.2243334529593215,0.006528662420382165,3.05,1.1151415906193203,50.0,3.912023005428146,3,5.6,1.7227665977411035,8.928571428571429,2.1892564076870427
3.1,70.0,Đông,0,1,4.0,17.5,2,16.0438995,108.2150564, Tiểu La,Hòa Cường Bắc,hải châu,4,4.181375552417888,1.782537511421301,1.9824285931780337,0.006687898089171975,3.1,1.1314021114911006,70.0,4.248495242049359,2,4.0,1.3862943611198906,17.5,2.8622008809294686
6.55,60.0,Không,1,0,7.745966692414834,7.745966692414834,3,16.0887725,108.2170944, Đinh Công Tráng,Thuận Phước,hải châu,4,4.195426592279652,3.273344487679751,3.817929625373816,0.01767515923566879,6.55,1.8794650496471605,60.0,4.0943445622221,3,7.745966692414834,2.04717228111105,7.745966692414834,2.04717228111105
26.7,125.0,Không,1,0,11.180339887498947,11.180339887498947,5,16.0556207,108.2220154, 2/9,Bình Thuận,hải châu,4,2.918324132050487,1.19688245075703,2.078058708732038,0.08184713375796178,26.7,3.2846635654062037,125.0,4.8283137373023015,5,11.180339887498947,2.4141568686511503,11.180339887498947,2.4141568686511503
4.1,58.0,Không,0,0,7.615773105863909,7.615773105863909,4,16.0438995,108.2150564, Tiểu La,Hòa Cường Bắc,hải châu,4,4.181375552417888,1.782537511421301,1.9824285931780337,0.009872611464968152,4.1,1.410986973710262,58.0,4.060443010546419,4,7.615773105863909,2.0302215052732095,7.615773105863909,2.0302215052732095
4.35,57.0,Không,0,0,7.54983443527075,7.54983443527075,3,16.0757672,108.2135372, Ông Ích Khiêm,Thanh Bình,hải châu,4,3.8330059149601023,1.7932792754357365,2.3594096584607738,0.010668789808917197,4.35,1.4701758451005926,57.0,4.04305126783455,3,7.54983443527075,2.021525633917275,7.54983443527075,2.021525633917275
4.8,184.0,Không,1,0,5.0,17.0,3,16.033764,108.2131623, Chu Mạnh Trinh,Khuê Trung,cẩm lệ,2,5.04018331209715,2.8708848259674213,2.8279857644585062,0.012101910828025477,4.8,1.5686159179138452,184.0,5.214935757608986,3,5.0,1.6094379124341003,17.0,2.833213344056216
8.8,120.0,Không,1,0,5.0,25.0,3,16.0404694,108.2209616, Hàn Thuyên,Hòa Cường Bắc,hải châu,4,3.923874706317377,2.3467167350895424,2.6959151556381533,0.024840764331210193,8.8,2.174751721484161,120.0,4.787491742782046,3,5.0,1.6094379124341003,25.0,3.2188758248682006
4.5,6.0,Không,1,0,4.1,15.0,1,16.0484714,108.2406022, An Thượng 18,Mỹ An,ngũ hành sơn,1,1.9630535990868956,3.3373555285958,4.173249433381312,0.011146496815286623,4.5,1.5040773967762742,6.0,1.791759469228055,1,4.1,1.410986973710262,15.0,2.70805020110221
7.7,115.0,Không,1,0,5.0,23.0,5,16.017943,108.2323619, Hồ Trung Lượng,Hòa Xuân,cẩm lệ,2,5.44339739144731,5.121851887140504,5.384022173354155,0.021337579617834397,7.7,2.0412203288596382,115.0,4.74493212836325,5,5.0,1.6094379124341003,23.0,3.1354942159291497
5.6,75.0,Không,1,0,5.0,17.0,3,16.0751789,108.1679273, Phú Lộc 1,Hòa Minh,liên chiểu,6,8.59498877658454,4.982443497400573,4.215004192479677,0.014649681528662419,5.6,1.7227665977411035,75.0,4.31748811353631,3,5.0,1.6094379124341003,17.0,2.833213344056216
1.95,5.0,Không,0,1,4.5,11.5,1,16.0382864,108.2213353, Núi Thành,Hòa Cường Bắc,hải châu,4,4.066315876444203,2.583237451838292,2.89481433902592,0.003025477707006369,1.95,0.6678293725756554,5.0,1.6094379124341003,1,4.5,1.5040773967762742,11.5,2.4423470353692043
1.9,75.0,Tây Bắc,0,1,15.5,6.5,2,16.0935934,108.1397474, 915/9 Nguyễn Lương Bằng,Hòa Hiệp Nam,liên chiểu,6,11.96324273216042,8.559547640840277,7.8435538422530815,0.0028662420382165603,1.9,0.6418538861723947,75.0,4.31748811353631,2,15.5,2.740840023925201,6.5,1.8718021769015913
10.0,127.0,Đông,1,1,5.0,25.0,3,16.0268955,108.2137418, Trịnh Đình Thảo,Khuê Trung,cẩm lệ,2,5.546619413173639,3.633288176293621,3.5585994295997025,0.028662420382165606,10.0,2.302585092994046,127.0,4.844187086458591,3,5.0,1.6094379124341003,25.0,3.2188758248682006
3.5,97.0,Đông Nam,0,1,4.87,21.0,1,16.0493796,108.2207225, Núi Thành,Hòa Thuận Đông,hải châu,4,3.3445135163991093,1.4966070293743554,2.117951390785364,0.007961783439490446,3.5,1.252762968495368,97.0,4.574710978503383,1,4.87,1.5830939370944985,21.0,3.044522437723423
3.1,43.0,Đông,0,1,4.25,10.0,3,16.0562861,108.217152, Hoàng Diệu,Bình Hiên,hải châu,4,3.388998407675905,0.6982315253644558,1.5535481531126378,0.006687898089171975,3.1,1.1314021114911006,43.0,3.7612001156935624,3,4.25,1.4469189829363254,10.0,2.302585092994046
2.15,45.0,Tây Bắc,0,1,5.8,8.0,3,16.06214,108.17636, Nguyễn Như Hạnh,Hòa Minh,liên chiểu,6,7.623297230884605,3.785121722201558,2.8669706276523463,0.0036624203821656047,2.15,0.7654678421395714,45.0,3.8066624897703196,3,5.8,1.7578579175523736,8.0,2.0794415416798357
2.65,70.0,Đông Nam,0,1,4.3,16.0,2,16.0608503,108.1882335, Cù Chính Lan,Hòa Khê,thanh khê,7,6.36249508351294,2.508154722107072,1.5957250726212269,0.005254777070063694,2.65,0.9745596399981308,70.0,4.248495242049359,2,4.3,1.4586150226995167,16.0,2.772588722239781
3.0,55.0,Không,1,1,4.0,14.0,3,16.0785524,108.2159741, 150 Đống Đa,Thuận Phước,hải châu,4,3.701212010223355,2.140773490999176,2.757123206999029,0.006369426751592357,3.0,1.0986122886681098,55.0,4.007333185232471,3,4.0,1.3862943611198906,14.0,2.6390573296152584
6.0,6.0,Đông,1,1,4.5,13.0,5,16.0465115,108.2443396, Phan Tứ,Mỹ An,ngũ hành sơn,1,2.062555234642665,3.789595538290429,4.614104286376329,0.01592356687898089,6.0,1.791759469228055,6.0,1.791759469228055,5,4.5,1.5040773967762742,13.0,2.5649493574615367
2.95,7.0,Đông Bắc,1,1,4.0,18.0,1,16.091881,108.2348882, Nại Hiên Đông,Nại Hiên Đông,sơn trà,3,3.2796016995697364,4.346837789303058,5.157536649243431,0.006210191082802548,2.95,1.0818051703517284,7.0,1.9459101490553132,1,4.0,1.3862943611198906,18.0,2.8903717578961645
3.2,7.0,Tây Nam,1,1,4.0,18.0,1,16.0920535,108.2340275, Nguyễn Hiền,Nại Hiên Đông,sơn trà,3,3.335886639541153,4.3106659299679775,5.1108189461566775,0.0070063694267515925,3.2,1.1631508098056809,7.0,1.9459101490553132,1,4.0,1.3862943611198906,18.0,2.8903717578961645
1.55,48.0,Đông Bắc,0,1,3.3,15.0,1,16.0929062,108.2484832, Võ Duy Ninh,Thọ Quang,sơn trà,3,3.101851419860263,5.3914983589475565,6.295157134681375,0.0017515923566878981,1.55,0.4382549309311553,48.0,3.871201010907891,1,3.3,1.1939224684724346,15.0,2.70805020110221
3.55,45.0,Nam,0,1,4.0,11.0,3,16.0672041,108.2443275, Hà Bổng,Phước Mỹ,sơn trà,3,0.4293659485725036,3.5955084989864625,4.592833762470426,0.008121019108280255,3.55,1.2669476034873244,45.0,3.8066624897703196,3,4.0,1.3862943611198906,11.0,2.3978952727983707
4.0,85.0,Đông Nam,1,1,5.0,17.0,2,16.0941609,108.2307191, Lê Cảnh Tuân,Nại Hiên Đông,sơn trà,3,3.7059296862349647,4.328675447880873,5.07172769609242,0.009554140127388535,4.0,1.3862943611198906,85.0,4.442651256490317,2,5.0,1.6094379124341003,17.0,2.833213344056216
1.7,48.0,Tây Nam,0,1,4.0,12.0,1,16.0911135,108.2430679, Ngô Quyền,Mân Thái,sơn trà,3,2.9411937676216247,4.839028836901054,5.723332137651914,0.0022292993630573248,1.7,0.5306282510621704,48.0,3.871201010907891,1,4.0,1.3862943611198906,12.0,2.4849066497880004
3.7,40.0,Đông Nam,1,1,4.0,10.0,1,16.0893964,108.2444366, Trần Duy Chiến,Mân Thái,sơn trà,3,2.73221092958538,4.810007496545744,5.714447610217451,0.008598726114649681,3.7,1.308332819650179,40.0,3.6888794541139363,1,4.0,1.3862943611198906,10.0,2.302585092994046
2.1,5.0,Tây Nam,0,1,4.0,13.0,1,16.0832478,108.2459003, Hồ Thấu,Mân Thái,sơn trà,3,2.0390859813122573,4.499565367904165,5.449515252724208,0.0035031847133757963,2.1,0.7419373447293773,5.0,1.6094379124341003,1,4.0,1.3862943611198906,13.0,2.5649493574615367
3.8,75.0,Tây Nam,1,1,5.0,15.0,2,16.0903587,108.2382255, Giáp Hải,Nại Hiên Đông,sơn trà,3,2.989654192659589,4.430136121911237,5.2845015569621525,0.008917197452229299,3.8,1.33500106673234,75.0,4.31748811353631,2,5.0,1.6094379124341003,15.0,2.70805020110221
3.25,53.0,Tây,1,1,4.0,13.0,1,16.0820043,108.2294954, Nại Tú,An Hải Bắc,sơn trà,3,2.7051328366939527,3.1240715295888744,3.970471846037068,0.007165605095541401,3.25,1.1786549963416462,53.0,3.970291913552122,1,4.0,1.3862943611198906,13.0,2.5649493574615367
2.85,80.0,Đông,0,1,4.5,17.0,1,16.0579278,108.2429969, Mỹ Khê,Phước Mỹ,sơn trà,3,0.9114860843111936,3.3606118576517905,4.31633519701223,0.00589171974522293,2.85,1.0473189942805592,80.0,4.382026634673881,1,4.5,1.5040773967762742,17.0,2.833213344056216
2.7,61.0,Tây Bắc,0,1,6.0,10.0,2,16.1004212,108.2514917, Nguyễn Phan Vinh,Thọ Quang,sơn trà,3,3.9544144653725706,6.206314054786153,7.081503752858206,0.005414012738853504,2.7,0.9932517730102834,61.0,4.110873864173311,2,6.0,1.791759469228055,10.0,2.302585092994046
3.35,75.0,Đông Nam,1,1,5.0,15.0,2,16.0927774,108.2325991, Dương Văn An,Nại Hiên Đông,sơn trà,3,3.4758690547456177,4.295777033969029,5.073672041860376,0.007484076433121019,3.35,1.208960345836975,75.0,4.31748811353631,2,5.0,1.6094379124341003,15.0,2.70805020110221
2.6,74.0,Tây,0,0,4.5,15.0,1,16.0852287,108.2444503, Lê Văn Thứ,Mân Thái,sơn trà,3,2.2749333059299697,4.508300564383235,5.440273863116927,0.005095541401273886,2.6,0.9555114450274363,74.0,4.30406509320417,1,4.5,1.5040773967762742,15.0,2.70805020110221
2.85,100.0,Không,1,1,4.5,22.0,1,16.0384804,108.2208438, Núi Thành,Hòa Cường,hải châu,4,4.087394715747218,2.5427644298251004,2.843074904003604,0.00589171974522293,2.85,1.0473189942805592,100.0,4.605170185988092,1,4.5,1.5040773967762742,22.0,3.091042453358316
3.65,50.0,Không,1,1,4.5,12.0,3,16.0482538,108.2223433, Tống Phước Phổ,Hòa Cường,hải châu,4,3.265485097425974,1.7047286767759406,2.327590026306745,0.008439490445859872,3.65,1.2947271675944,50.0,3.912023005428146,3,4.5,1.5040773967762742,12.0,2.4849066497880004
2.99,90.0,Không,1,0,9.486832980505138,9.486832980505138,2,16.041122,108.184901, Trường Chinh,Hòa Phát,cẩm lệ,2,7.201188503435208,3.5211905308176226,2.6049738435175485,0.006337579617834396,2.99,1.095273387402595,90.0,4.499809670330265,2,9.486832980505138,2.2499048351651325,9.486832980505138,2.2499048351651325
2.72,50.0,Không,1,0,7.071067811865476,7.071067811865476,1,16.0382452,108.2190396, Phan Huy Ôn,Hòa Cường,hải châu,4,4.242672513571202,2.499082677926075,2.7345637633959656,0.005477707006369428,2.72,1.000631880307906,50.0,3.912023005428146,1,7.071067811865476,1.9560115027140732,7.071067811865476,1.9560115027140732
5.8,100.0,Tây,1,1,5.0,20.0,2,16.0009105,108.2130994, Văn Tiến Dũng,Hòa Xuân,cẩm lệ,2,7.982278306406917,6.503671979037734,6.3301303601758665,0.015286624203821656,5.8,1.7578579175523736,100.0,4.605170185988092,2,5.0,1.6094379124341003,20.0,2.995732273553991
3.4,100.0,Đông Nam,1,1,5.0,20.0,2,16.0048497,108.2166197, Cồn Dầu 1,Hòa Xuân,cẩm lệ,2,7.42282711360473,6.089242503364738,5.984284399333925,0.007643312101910828,3.4,1.2237754316221157,100.0,4.605170185988092,2,5.0,1.6094379124341003,20.0,2.995732273553991
2.65,117.0,Đông,1,1,5.0,23.0,1,15.9923005,108.2086799, Phù Đổng,Hòa Xuân,cẩm lệ,2,9.04584747389776,7.461307498578539,7.21241609217683,0.005254777070063694,2.65,0.9745596399981308,117.0,4.762173934797756,1,5.0,1.6094379124341003,23.0,3.1354942159291497
4.7,100.0,Tây Nam,1,1,5.0,20.0,2,16.0126075,108.2193499, Bùi Công Trừng,Hòa Xuân,cẩm lệ,2,6.525246944650287,5.272355429691573,5.249471819378048,0.01178343949044586,4.7,1.547562508716013,100.0,4.605170185988092,2,5.0,1.6094379124341003,20.0,2.995732273553991
3.8,100.0,Nam,1,1,5.0,20.0,2,15.9924062,108.2109974, Nguyễn Kim,Hòa Xuân,cẩm lệ,2,8.923997762198296,7.443194453013084,7.227159970187199,0.008917197452229299,3.8,1.33500106673234,100.0,4.605170185988092,2,5.0,1.6094379124341003,20.0,2.995732273553991
63.8,65.0,Không,1,1,4.8,13.541666666666668,4,16.0482538,108.2223433, Tống Phước Phổ,Hòa Cường Bắc,hải châu,4,3.265485097425974,1.7047286767759406,2.327590026306745,0.19999999999999998,43.0618972051879,4.155753190350744,65.0,4.174387269895637,4,4.8,1.5686159179138452,13.541666666666668,2.605771351981792
10.9,100.0,Không,1,1,5.0,20.0,3,16.0551547,108.2319754, Bằng Lăng 1,An Hải Tây,sơn trà,3,1.98429333224363,2.232316133727303,3.144595095951363,0.031528662420382166,10.9,2.388762789235098,100.0,4.605170185988092,3,5.0,1.6094379124341003,20.0,2.995732273553991
6.78,130.0,Không,1,1,5.5,23.63636363636364,2,16.0203761,108.204959, Trần Huy Liệu,Khuê Trung,cẩm lệ,2,6.710885434355904,4.406181976639599,4.084206801768412,0.01840764331210191,6.78,1.9139771019523042,130.0,4.867534450455582,2,5.5,1.7047480922384253,23.63636363636364,3.1627863582171574
4.4,150.0,Tây Nam,1,0,7.5,20.0,2,16.065653,108.1454414, Khánh An 2,Hòa Khánh Nam,liên chiểu,6,10.925756184055114,7.114410517501888,6.1938072778520725,0.010828025477707007,4.4,1.4816045409242156,150.0,5.0106352940962555,2,7.5,2.0149030205422647,20.0,2.995732273553991
19.0,10.0,Không,1,0,7.0,1.4285714285714286,3,16.0795912,108.2214845, Phan Bội Châu,Thạch Thang,hải châu,4,3.2285679643554688,2.4435372298452838,3.1913224687993296,0.05732484076433121,19.0,2.9444389791664403,10.0,2.302585092994046,3,7.0,1.9459101490553132,1.4285714285714286,0.3566749439387324
6.5,130.0,Không,1,1,5.0,26.0,3,16.0549152,108.1724385, Lê Thạch,Hòa An,cẩm lệ,2,8.11241486104981,4.227701217652402,3.244431311718707,0.01751592356687898,6.5,1.8718021769015913,130.0,4.867534450455582,3,5.0,1.6094379124341003,26.0,3.258096538021482
