price,area,road_width,floors,bedroom,loc,garage
: 66 tỷ,"162 m
2",10m,11 lầu,26 phòng ngủ,"Đường Trần Bạch Đằng, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 7,9 tỷ","95 m
2","7,5m",2 lầu,3 phòng ngủ,"Đuờng Vũ Hữu, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 4,48 tỷ","73 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Hoà Minh 14, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
": 3,6 tỷ","68 m
2",4m,3 lầu,4 phòng ngủ,"Đường Phạm Văn Nghị, Phường Vĩnh Trung, Quận Thanh Khê,",0
: 4 tỷ,"100 m
2",7m5m,2 lầu,4 phòng ngủ,"Đường An Hòa 5, Phường Hòa An, Quận Cẩm Lệ,",chỗ để xe
: 37 tỷ,"200 m
2",12m,7 lầu,25 phòng ngủ,"Đường Chính Hữu, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 5,9 tỷ","90 m
2",7m,3 lầu,3 phòng ngủ,"Đường Bình An 7, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 2,8 tỷ","55 m
2",7m,2 lầu,3 phòng ngủ,"Đường Nguyễn Như Hạnh, Phường Hòa Minh, Quận Liên Chiểu,",0
": 4,65 tỷ","100 m
2",10m,3 lầu,4 phòng ngủ,"Đường Cao Hồng Lãnh, Phường Hòa Quý, Quận Ngũ Hành Sơn,",chỗ để xe
": 4,5 tỷ","97 m
2",7m,2 lầu,3 phòng ngủ,"Đường Hàn Mạc Tử, Phường Thuận Phước, Quận Hải Châu,",0
": 3,9 tỷ","120 m
2",7m,1 lầu,2 phòng ngủ,"Đường Nguyễn Huy Tưởng, Phường Hòa Minh, Quận Liên Chiểu,",0
": 2,4 tỷ","102 m
2",5m,1 lầu,3 phòng ngủ,"Đường Nguyễn Lương Bằng, Phường Hòa Khánh Bắc, Quận Liên Chiểu,",0
": 3,9 tỷ","60 m
2",5m,3 lầu,3 phòng ngủ,"Đường An Trung, Phường An Hải Tây, Quận Sơn Trà,",0
": 4,6 tỷ","77 m
2",6m,2 lầu,3 phòng ngủ,"Đường Chế Lan Viên, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 2,45 tỷ","60 m
2",3m,2 lầu,2 phòng ngủ,"Đường 2/9, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 5,8 tỷ","55 m
2",5m,3 lầu,4 phòng ngủ,"Đường Mỹ Khê, Phường Phước Mỹ, Quận Sơn Trà,",0
": 2,4 tỷ","116 m
2",5m,2 lầu,2 phòng ngủ,"Đường Nguyễn Công Hoan, Phường Hòa An, Quận Cẩm Lệ,",0
": 2,6 tỷ","60 m
2",4m,2 lầu,2 phòng ngủ,"Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê,",chỗ để xe
": 2,5 tỷ","45 m
2",3m,2 lầu,2 phòng ngủ,"Đường Bế Văn Đàn, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 4,25 tỷ","90 m
2",5m,2 lầu,3 phòng ngủ,"Đường Nguyễn Hữu Hào, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",0
: 3 tỷ,"121 m
2",5m,1 lầu,2 phòng ngủ,"Đường Bá Giáng 1, Phường Hòa Quý, Quận Ngũ Hành Sơn,",0
": 3,9 tỷ","65 m
2",5m,3 lầu,4 phòng ngủ,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",0
": 7,5 tỷ","100 m
2",10m,3 lầu,5 phòng ngủ,"Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 2,9 tỷ","55 m
2",3m,2 lầu,2 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",0
": 4,1 tỷ","58 m
2",7m,3 lầu,3 phòng ngủ,"Đường Nguyễn Đình Chiểu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",0
": 6,9 tỷ","55 m
2",7m,3 lầu,3 phòng ngủ,"Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 3,6 tỷ","40 m
2",5m,3 lầu,3 phòng ngủ,"Đường Tiểu La, Phường Hòa Cường, Quận Hải Châu,",chỗ để xe
: 3 tỷ,"83 m
2",5m,2 lầu,3 phòng ngủ,"Đường 2/9, Phường Hòa Cường, Quận Hải Châu,",chỗ để xe
": 1,95 tỷ","65 m
2",3m,1 lầu,2 phòng ngủ,"Đường Nguyễn Nhàn, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 1,75 tỷ","65 m
2",4m,1 lầu,2 phòng ngủ,"Đường Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 2,6 tỷ","50 m
2",3m,2 lầu,2 phòng ngủ,"Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê,",chỗ để xe
": 2,7 tỷ","75 m
2",3m,2 lầu,5 phòng ngủ,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
": 2,8 tỷ","89 m
2","3,5m",1 lầu,3 phòng ngủ,"Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu,",0
": 5,89 tỷ","75 m
2",5m,3 lầu,4 phòng ngủ,"Đường Tân Thái, Phường Phước Mỹ, Quận Sơn Trà,",0
": 4,5 tỷ","110 m
2",5m,2 lầu,6 phòng ngủ,"Đường Vùng Trung 1, Phường Hòa Hải, Quận Ngũ Hành Sơn,",0
": 5,3 tỷ","85 m
2",5m,2 lầu,3 phòng ngủ,"Đường Trần Hữu Trang, Phường Hòa Cường, Quận Hải Châu,",0
": 5,25 tỷ","130 m
2",5m,2 lầu,5 phòng ngủ,"Đường Đỗ Bá, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 4,5 tỷ","100 m
2",5m,3 lầu,3 phòng ngủ,"Đường Nguyễn Khoa Chiêm, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",0
": 3,15 tỷ","80 m
2",5m,1 lầu,3 phòng ngủ,"Đường An Trung Đông 1, Phường An Hải Đông, Quận Sơn Trà,",0
": 4,3 tỷ","85 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Đặng Phúc Thông, Phường An Khê, Quận Thanh Khê,",0
": 6,2 tỷ","100 m
2",30m,2 lầu,3 phòng ngủ,"Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 2,3 tỷ","82 m
2",3m,3 lầu,2 phòng ngủ,"Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Đông, Quận Thanh Khê,",chỗ để xe
: 3 tỷ,"121 m
2",5m,1 lầu,2 phòng ngủ,"Đường Bá Giáng 1, Phường Hòa Quý, Quận Ngũ Hành Sơn,",0
": 3,9 tỷ","65 m
2",5m,3 lầu,4 phòng ngủ,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",0
": 7,5 tỷ","100 m
2",10m,3 lầu,5 phòng ngủ,"Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 2,9 tỷ","55 m
2",3m,2 lầu,2 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",0
": 4,1 tỷ","58 m
2",7m,3 lầu,3 phòng ngủ,"Đường Nguyễn Đình Chiểu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",0
": 6,9 tỷ","55 m
2",7m,3 lầu,3 phòng ngủ,"Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 3,6 tỷ","40 m
2",5m,3 lầu,3 phòng ngủ,"Đường Tiểu La, Phường Hòa Cường, Quận Hải Châu,",chỗ để xe
: 3 tỷ,"83 m
2",5m,2 lầu,3 phòng ngủ,"Đường 2/9, Phường Hòa Cường, Quận Hải Châu,",chỗ để xe
": 1,95 tỷ","65 m
2",3m,1 lầu,2 phòng ngủ,"Đường Nguyễn Nhàn, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 1,75 tỷ","65 m
2",4m,1 lầu,2 phòng ngủ,"Đường Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 2,6 tỷ","50 m
2",3m,2 lầu,2 phòng ngủ,"Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê,",chỗ để xe
": 2,7 tỷ","75 m
2",3m,2 lầu,5 phòng ngủ,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
": 2,8 tỷ","89 m
2","3,5m",1 lầu,3 phòng ngủ,"Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu,",0
": 5,89 tỷ","75 m
2",5m,3 lầu,4 phòng ngủ,"Đường Tân Thái, Phường Phước Mỹ, Quận Sơn Trà,",0
": 4,5 tỷ","110 m
2",5m,2 lầu,6 phòng ngủ,"Đường Vùng Trung 1, Phường Hòa Hải, Quận Ngũ Hành Sơn,",0
": 5,3 tỷ","85 m
2",5m,2 lầu,3 phòng ngủ,"Đường Trần Hữu Trang, Phường Hòa Cường, Quận Hải Châu,",0
": 5,25 tỷ","130 m
2",5m,2 lầu,5 phòng ngủ,"Đường Đỗ Bá, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 4,5 tỷ","100 m
2",5m,3 lầu,3 phòng ngủ,"Đường Nguyễn Khoa Chiêm, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",0
": 3,15 tỷ","80 m
2",5m,1 lầu,3 phòng ngủ,"Đường An Trung Đông 1, Phường An Hải Đông, Quận Sơn Trà,",0
": 4,3 tỷ","85 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Đặng Phúc Thông, Phường An Khê, Quận Thanh Khê,",0
": 4,3 tỷ","85 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Đặng Phúc Thông, Phường An Khê, Quận Thanh Khê,",0
": 6,2 tỷ","100 m
2",30m,2 lầu,3 phòng ngủ,"Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 2,3 tỷ","82 m
2",3m,3 lầu,2 phòng ngủ,"Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Đông, Quận Thanh Khê,",chỗ để xe
": 4,7 tỷ","85 m
2",5m,2 lầu,5 phòng ngủ,"Đường Lê Duẩn, Phường Chính Gián, Quận Thanh Khê,",0
": 2,65 tỷ","40 m
2",3m,2 lầu,2 phòng ngủ,"Đường Lê Duẩn, Phường Tân Chính, Quận Thanh Khê,",chỗ để xe
": 5,45 tỷ","115 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Sơn Thủy, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",0
": 3,9 tỷ","60 m
2",5m,2 lầu,3 phòng ngủ,"Đường Nại Thịnh, Phường An Hải Bắc, Quận Sơn Trà,",0
": 6,3 tỷ","80 m
2",7m,3 lầu,3 phòng ngủ,"Đường Nguyễn Văn Thoại, Phường An Hải Đông, Quận Sơn Trà,",0
": 1,95 tỷ","45 m
2",3m,2 lầu,3 phòng ngủ,"Đường Trần Xuân Lê, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
: 5 tỷ,"50 m
2",7m,2 lầu,3 phòng ngủ,"Đường Tô Hiến Thành, Phường An Hải Đông, Quận Sơn Trà,",0
": 4,5 tỷ","80 m
2",5m,2 lầu,3 phòng ngủ,"Đường Võ Văn Kiệt, Phường Phước Mỹ, Quận Sơn Trà,",0
": 2,05 tỷ","50 m
2",3m,2 lầu,2 phòng ngủ,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê,",0
": 3,35 tỷ","82 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Nguyễn Xuân Hữu, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",0
": 3,7 tỷ","100 m
2",5m,3 lầu,3 phòng ngủ,"Đường Nhất Chi Mai, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",0
": 3,7 tỷ","140 m
2",10m,1 lầu,4 phòng ngủ,"Đường Lê Trọng Tấn, Phường Hòa Phát, Quận Cẩm Lệ,",0
": 4,7 tỷ","70 m
2",5m,2 lầu,4 phòng ngủ,"Đường Cao Xuân Huy, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 6,9 tỷ","56 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 4,3 tỷ","99 m
2",7m,2 lầu,3 phòng ngủ,"Đường Trần Xuân Soạn, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 2,8 tỷ","85 m
2",5m,2 lầu,3 phòng ngủ,"Đường Ông Ích Đường, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 2,95 tỷ","100 m
2",4m,3 lầu,4 phòng ngủ,"Đường Nguyễn Mộng Tuân, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
: 5 tỷ,"92 m
2",6m,1 lầu,3 phòng ngủ,"Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 4,35 tỷ","85 m
2",5m,2 lầu,3 phòng ngủ,"Đường Nguyễn Lai, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 4,4 tỷ","66 m
2",5m,3 lầu,3 phòng ngủ,"Đường Lâm Hoành, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 3,9 tỷ","100 m
2",5m,2 lầu,3 phòng ngủ,"Đường An Hòa, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 3,8 tỷ","75 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Phó Đức Chính, Phường An Hải Bắc, Quận Sơn Trà,",0
": 4,2 tỷ","85 m
2",10m,2 lầu,3 phòng ngủ,"Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ,",0
": 4,9 tỷ","100 m
2",5m,2 lầu,3 phòng ngủ,"Đường Phạm Khiêm Ích, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 3,4 tỷ","50 m
2",5m,3 lầu,3 phòng ngủ,"Đường Huỳnh Ngọc Huệ, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 3,25 tỷ","60 m
2",5m,2 lầu,3 phòng ngủ,"Đường Đỗ Thúc Tịnh, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",0
": 2,3 tỷ","70 m
2",5m,2 lầu,2 phòng ngủ,"Đường Nguyễn Đình Tứ, Phường Hòa Minh, Quận Liên Chiểu,",0
": 3,5 tỷ","100 m
2",5m,1 lầu,2 phòng ngủ,"Đường Đa Mặn, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 6,6 tỷ","125 m
2",15m,3 lầu,4 phòng ngủ,"Đường Lê Văn Hiến, Phường Hòa Hải, Quận Ngũ Hành Sơn,",0
: 6 tỷ,"125 m
2",7m,2 lầu,3 phòng ngủ,"Đường Lương Thế Vinh, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 2,4 tỷ","50 m
2",3m,2 lầu,3 phòng ngủ,"Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Đông, Quận Thanh Khê,",0
": 2,25 tỷ","50 m
2",3m,2 lầu,2 phòng ngủ,"Đường Hải Phòng, Phường Tân Chính, Quận Thanh Khê,",0
": 2,1 tỷ","50 m
2",2m,,2 phòng ngủ,"Đường Nguyễn Phan Vinh, Phường Thọ Quang, Quận Sơn Trà,",0
": 3,02 tỷ","60 m
2","3,5m",2 lầu,2 phòng ngủ,"Đường Ngô Quyền, Phường Mân Thái, Quận Sơn Trà,",chỗ để xe
": 7,95 tỷ","100 m
2","5,5m",4 lầu,7 phòng ngủ,"Đường Hoài Thanh, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 7,2 tỷ","80 m
2","7,5m",2 lầu,2 phòng ngủ,"Đường Bà Huyện Thanh Quan, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 7,199 tỷ","65 m
2",60m,3 lầu,4 phòng ngủ,"Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 12,499 tỷ","100 m
2",12m,2 lầu,3 phòng ngủ,"Đường Chính Hữu, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 3,999 tỷ","85 m
2","5,5m",1 lầu,2 phòng ngủ,"Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 8,599 tỷ","195 m
2","5,5m",1 lầu,4 phòng ngủ,"Đường Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 5,199 tỷ","60 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 17,3 tỷ","110 m
2","5,5m",5 lầu,11 phòng ngủ,"Đường Nguyễn Văn Thoại, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 9,999 tỷ","150 m
2","5,5m",2 lầu,9 phòng ngủ,"Đường Nguyễn Duy Hiệu, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 5,3 tỷ","110 m
2","5,5m",1 lầu,5 phòng ngủ,"Đường Nguyễn Thế Lộc, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 4,05 tỷ","90 m
2",6m,2 lầu,4 phòng ngủ,"Đường Nguyễn Công Trứ, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 9,7 tỷ","120 m
2","5,5m",1 lầu,3 phòng ngủ,"Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 22,499 tỷ","160 m
2",10m,4 lầu,6 phòng ngủ,"Đường Phạm Văn Đồng, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 6,999 tỷ","120 m
2",5m,1 lầu,3 phòng ngủ,"Đường Bà Huyện Thanh Quan, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 7,299 tỷ","140 m
2",8m,1 lầu,4 phòng ngủ,"Đường Vương Thừa Vũ, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 6,749 tỷ","70 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Hoàng Kế Viêm, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
: 62 tỷ,"294 m
2","10,m",6 lầu,1 phòng ngủ,"Đường Ông Ích Khiêm, Phường Hải Châu II, Quận Hải Châu,",chỗ để xe
": 6,45 tỷ","56 m
2","3,7m",3 lầu,3 phòng ngủ,"Đường Phạm Tu, Phường An Hải Bắc, Quận Sơn Trà,",0
: 11 tỷ,"75 m
2","10,m",3 lầu,3 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 15,99 tỷ","105 m
2","10,m",4 lầu,4 phòng ngủ,"Đường Trần Duy Chiến, Phường Mân Thái, Quận Sơn Trà,",chỗ để xe
": 6,5 tỷ","97 m
2","10,m",3 lầu,4 phòng ngủ,"Đường Bùi Trang Chước, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 28,5 tỷ","158 m
2",10m,2 lầu,3 phòng ngủ,"Đường Pasteur, Phường Hải Châu I, Quận Hải Châu,",chỗ để xe
": 13,5 tỷ","70 m
2",10m,4 lầu,3 phòng ngủ,"Đường Đỗ Bá, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 4,9 tỷ","100 m
2",5m,2 lầu,3 phòng ngủ,"Đường Phạm Khiêm Ích, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 3,4 tỷ","50 m
2",5m,3 lầu,3 phòng ngủ,"Đường Huỳnh Ngọc Huệ, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 3,25 tỷ","60 m
2",5m,2 lầu,3 phòng ngủ,"Đường Đỗ Thúc Tịnh, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",0
": 2,3 tỷ","70 m
2",5m,2 lầu,2 phòng ngủ,"Đường Nguyễn Đình Tứ, Phường Hòa Minh, Quận Liên Chiểu,",0
": 3,5 tỷ","100 m
2",5m,1 lầu,2 phòng ngủ,"Đường Đa Mặn, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 6,6 tỷ","125 m
2",15m,3 lầu,4 phòng ngủ,"Đường Lê Văn Hiến, Phường Hòa Hải, Quận Ngũ Hành Sơn,",0
: 6 tỷ,"125 m
2",7m,2 lầu,3 phòng ngủ,"Đường Lương Thế Vinh, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 2,4 tỷ","50 m
2",3m,2 lầu,3 phòng ngủ,"Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Đông, Quận Thanh Khê,",0
": 2,25 tỷ","50 m
2",3m,2 lầu,2 phòng ngủ,"Đường Hải Phòng, Phường Tân Chính, Quận Thanh Khê,",0
": 2,1 tỷ","50 m
2",2m,,2 phòng ngủ,"Đường Nguyễn Phan Vinh, Phường Thọ Quang, Quận Sơn Trà,",0
": 3,02 tỷ","60 m
2","3,5m",2 lầu,2 phòng ngủ,"Đường Ngô Quyền, Phường Mân Thái, Quận Sơn Trà,",chỗ để xe
": 7,95 tỷ","100 m
2","5,5m",4 lầu,7 phòng ngủ,"Đường Hoài Thanh, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 7,2 tỷ","80 m
2","7,5m",2 lầu,2 phòng ngủ,"Đường Bà Huyện Thanh Quan, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 7,199 tỷ","65 m
2",60m,3 lầu,4 phòng ngủ,"Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 11,499 tỷ","130 m
2",12m,2 lầu,3 phòng ngủ,"Đường Nguyễn Công Trứ, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 12,499 tỷ","100 m
2",12m,2 lầu,3 phòng ngủ,"Đường Chính Hữu, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 3,999 tỷ","85 m
2","5,5m",1 lầu,2 phòng ngủ,"Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 8,599 tỷ","195 m
2","5,5m",1 lầu,4 phòng ngủ,"Đường Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 5,199 tỷ","60 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 17,3 tỷ","110 m
2","5,5m",5 lầu,11 phòng ngủ,"Đường Nguyễn Văn Thoại, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 9,999 tỷ","150 m
2","5,5m",2 lầu,9 phòng ngủ,"Đường Nguyễn Duy Hiệu, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 5,3 tỷ","110 m
2","5,5m",1 lầu,5 phòng ngủ,"Đường Nguyễn Thế Lộc, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 4,05 tỷ","90 m
2",6m,2 lầu,4 phòng ngủ,"Đường Nguyễn Công Trứ, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 9,7 tỷ","120 m
2","5,5m",1 lầu,3 phòng ngủ,"Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 22,499 tỷ","160 m
2",10m,4 lầu,6 phòng ngủ,"Đường Phạm Văn Đồng, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 6,999 tỷ","120 m
2",5m,1 lầu,3 phòng ngủ,"Đường Bà Huyện Thanh Quan, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 7,299 tỷ","140 m
2",8m,1 lầu,4 phòng ngủ,"Đường Vương Thừa Vũ, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 6,749 tỷ","70 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Hoàng Kế Viêm, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
: 62 tỷ,"294 m
2","10,m",6 lầu,1 phòng ngủ,"Đường Ông Ích Khiêm, Phường Hải Châu II, Quận Hải Châu,",chỗ để xe
": 6,45 tỷ","56 m
2","3,7m",3 lầu,3 phòng ngủ,"Đường Phạm Tu, Phường An Hải Bắc, Quận Sơn Trà,",0
: 11 tỷ,"75 m
2","10,m",3 lầu,3 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 15,99 tỷ","105 m
2","10,m",4 lầu,4 phòng ngủ,"Đường Trần Duy Chiến, Phường Mân Thái, Quận Sơn Trà,",chỗ để xe
": 6,5 tỷ","97 m
2","10,m",3 lầu,4 phòng ngủ,"Đường Bùi Trang Chước, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 28,5 tỷ","158 m
2",10m,2 lầu,3 phòng ngủ,"Đường Pasteur, Phường Hải Châu I, Quận Hải Châu,",chỗ để xe
": 13,5 tỷ","70 m
2",10m,4 lầu,3 phòng ngủ,"Đường Đỗ Bá, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 11,5 tỷ","60 m
2",5m,5 lầu,8 phòng ngủ,"Đường An Thượng 37, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 22,5 tỷ","90 m
2",11m,8 lầu,12 phòng ngủ,"Đường An Thượng 3, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 9,7 tỷ","60 m
2","5,5m",4 lầu,7 phòng ngủ,"Đường An Thượng 38, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
: 24 tỷ,"320 m
2",11m,3 lầu,12 phòng ngủ,"Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu,",chỗ để xe
": 17,5 tỷ","90 m
2",50m,6 lầu,11 phòng ngủ,"Đường Mỹ Khê, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
: 30 tỷ,"105 m
2",33m,3 lầu,3 phòng ngủ,"Đường Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu,",0
: 19 tỷ,"125 m
2",30m,5 lầu,5 phòng ngủ,"Đường Nguyễn Hữu Thọ, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
: 12 tỷ,"47 m
2",10m,5 lầu,3 phòng ngủ,"Đường Phan Đình Phùng, Phường Hải Châu I, Quận Hải Châu,",0
: 35 tỷ,"146 m
2",10m,3 lầu,3 phòng ngủ,"Đường Hùng Vương, Phường Hải Châu II, Quận Hải Châu,",chỗ để xe
": 31,5 tỷ","105 m
2",40m,4 lầu,4 phòng ngủ,"Đường Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu,",chỗ để xe
": 23,5 tỷ","108 m
2","10,m",5 lầu,1 phòng ngủ,"Đường Chi Lăng, Phường Hải Châu II, Quận Hải Châu,",chỗ để xe
: 40 tỷ,"182 m
2",10m,3 lầu,5 phòng ngủ,"Đường Hải Phòng, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
: 20 tỷ,"154 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
